,depth,temp,salinity
124,62.0,4.071514380191376,34.5654191234871
125,62.5,4.074150295369784,34.56751128207248
126,63.0,4.07677065456166,34.56960297141455
127,63.5,4.078651169801336,34.57167234350708
128,64.0,4.080522982502993,34.57373927629505
129,64.5,4.0819807515341315,34.57569015344295
130,65.0,4.083426525875868,34.57763664387315
131,65.5,4.084301417450746,34.57937435011119
132,66.0,4.085169713649652,34.581108591244046
133,66.5,4.085723991340923,34.58267785206929
134,67.0,4.086282452645377,34.584251883580876
135,67.5,4.087040176198236,34.58605313918009
136,68.0,4.087790748568053,34.58784994523582
137,68.5,4.088200591804314,34.58943474593745
138,69.0,4.0886089463064685,34.59101809291512
139,69.5,4.08894634197989,34.59253214978316
140,70.0,4.089274793626055,34.5940379864329
141,70.5,4.089176783217039,34.5951518731157
