,depth,temp,salinity
0,0.0,1.854287326535264,33.74363711879776
1,0.5,1.854287326535264,33.74363711879776
2,1.0,1.854287326535264,33.74363711879776
3,1.5,1.854287326535264,33.74363711879776
4,2.0,1.854287326535264,33.74363711879776
5,2.5,1.854287326535264,33.74363711879776
6,3.0,1.854287326535264,33.74363711879776
7,3.5,1.854287326535264,33.74363711879776
8,4.0,1.854287326535264,33.74363711879776
9,4.5,1.854287326535264,33.74363711879776
10,5.0,1.854287326535264,33.74363711879776
11,5.5,1.854287326535264,33.74363711879776
12,6.0,1.854287326535264,33.74363711879776
13,6.5,1.854287326535264,33.74363711879776
14,7.0,1.8548952390153712,33.74394361028576
15,7.5,1.8838393499024764,33.75853637471329
16,8.0,1.912468350155426,33.77296890190129
17,8.5,1.9264040883817661,33.77992974298431
18,9.0,1.9403897619042154,33.78691455061288
19,9.5,1.9567046928292893,33.79501729000455
20,10.0,1.9730863679870292,33.8031452111882
21,10.5,1.9925824714894185,33.81244816852965
22,11.0,2.0121238179823857,33.821769889498135
23,11.5,2.033777051586751,33.831967473481285
24,12.0,2.055444274837476,33.84216801675177
25,12.5,2.0777647504391545,33.85250674517434
26,13.0,2.100093209108533,33.862849175515315
27,13.5,2.1227945734248412,33.87336453014212
28,14.0,2.1454846661086493,33.88387531932526
29,14.5,2.1676480495687165,33.89417277106244
30,15.0,2.1897907848189373,33.904463660980745
31,15.5,2.2109683107266087,33.914447815887534
32,16.0,2.232128301357375,33.92442385042552
33,16.5,2.252468305300899,33.93402015931958
34,17.0,2.272817158837622,33.94361526221891
35,17.5,2.293579985925728,33.95315395010453
36,18.0,2.3143511791790052,33.96268789532145
37,18.5,2.335513871642202,33.97199990479925
38,19.0,2.35670498100586,33.98131504677543
39,19.5,2.37922634990977,33.99077682810296
40,20.0,2.4016979904265012,34.00021731250974
41,20.5,2.421840899944161,34.00866048326204
42,21.0,2.44199015994092,34.017093480868354
43,21.5,2.462436912949447,34.02504990973169
44,22.0,2.4829488347060074,34.033016010625246
45,22.5,2.5065147283546687,34.041435367247985
46,23.0,2.530179412286984,34.049877370979274
47,23.5,2.558475315279933,34.05938105524136
48,24.0,2.5868443578469527,34.068901835855605
49,24.5,2.618643360020378,34.079224368435995
50,25.0,2.650513291023498,34.08956529634968
51,25.5,2.685710697884729,34.1007692023743
52,26.0,2.7209698223795464,34.111989636600846
53,26.5,2.7591253364689883,34.12398573426915
54,27.0,2.7973130655326104,34.13598586133538
55,27.5,2.837013175369953,34.14817515459206
56,28.0,2.876725369117,34.16036176616493
57,28.5,2.9170050637347757,34.17242243688449
58,29.0,2.9572633000250095,34.18447263598393
59,29.5,2.9965134199029158,34.19603087632854
60,30.0,3.0358125767665114,34.2076003346024
61,30.5,3.077416327429463,34.21969700248753
62,31.0,3.118997648928868,34.231788382823034
63,31.5,3.1595244874784614,34.24363117471177
64,32.0,3.1999997387284695,34.25546167615975
65,32.5,3.238048797824644,34.266714148302654
66,33.0,3.276032123160639,34.277947992839145
67,33.5,3.310922826475829,34.28830545139623
68,34.0,3.345767547444332,34.298648926147344
69,34.5,3.3784481275678897,34.30833425863612
70,35.0,3.411116948798912,34.318013104351095
71,35.5,3.443232143507303,34.32738654290167
72,36.0,3.4752944798807404,34.33674332075972
73,36.5,3.5048672707148123,34.34531540585761
74,37.0,3.534332254963571,34.35385409704734
75,37.5,3.5587178900227285,34.36081942126855
76,38.0,3.583021540502257,34.3677647889292
77,38.5,3.6034610657614325,34.3737695571585
78,39.0,3.6238543209868377,34.37976405009368
79,39.5,3.6420659762100187,34.385274070037454
80,40.0,3.660219748730624,34.39076843627063
81,40.5,3.675643409309353,34.39552447515625
82,41.0,3.6910453232437153,34.40027574725393
83,41.5,3.7054211593438517,34.40480210670048
84,42.0,3.7197735205849107,34.40932399802855
85,42.5,3.733017862078094,34.413634992946434
86,43.0,3.746234097339193,34.41794124398963
87,43.5,3.758123232621099,34.422023502148036
88,44.0,3.769981815625572,34.4261000973409
89,44.5,3.780397282885948,34.429909206263545
90,45.0,3.7907598923834733,34.4337067066342
91,45.5,3.7986249013996347,34.43695568728927
92,46.0,3.806476191271777,34.440202186010076
93,46.5,3.81367899921798,34.44333136768041
94,47.0,3.82090845457929,34.44647268376851
95,47.5,3.829397945125088,34.450187781338805
96,48.0,3.8379019294110766,34.45390660759559
97,48.5,3.847091504266618,34.4578018101543
98,49.0,3.8563076320210166,34.46170569398837
99,49.5,3.8667802327063474,34.46602037242358
100,50.0,3.8772713663397327,34.47034456872982
101,50.5,3.8886397887848076,34.475119309749616
102,51.0,3.900006886345036,34.47989795321983
103,51.5,3.9113112455460937,34.48486139262719
104,52.0,3.922583635762927,34.489817114670146
105,52.5,3.9323416250899905,34.49440725789352
106,53.0,3.9420829218587823,34.49899214624935
107,53.5,3.9510331904213984,34.503328016546604
108,54.0,3.959979439438632,34.507661527481
109,54.5,3.9687351410198,34.51188319229833
110,55.0,3.977489125414087,34.5161033895245
111,55.5,3.986161676722254,34.52025399008794
112,56.0,3.994826556719574,34.524401814843785
113,56.5,4.003127513195357,34.52841795654172
114,57.0,4.0114255429846555,34.532435529503694
115,57.5,4.019584681802526,34.53652102557713
116,58.0,4.0277278434990125,34.540601557346925
117,58.5,4.035112508539224,34.54444641413986
118,59.0,4.042468000089084,34.548280582904056
119,59.5,4.048438009584527,34.551607165093955
120,60.0,4.054382118110645,34.55492381175456
121,60.5,4.05909571432694,34.55776843781406
122,61.0,4.0637920071372555,34.560604123349705
123,61.5,4.067665945530786,34.56301490529755
