Name;Station;Time(norwegian mean time);Air temperature;Relative air humidity;Precipitation (1 h);Mean wind speed
Svalbard Lufthavn;SN99840;05.12.2019 13:00;-1.9;89;0;14.4
Svalbard Lufthavn;SN99840;05.12.2019 14:00;-1.9;85;0;14.9
Svalbard Lufthavn;SN99840;05.12.2019 15:00;-2;83;0;15.4
Svalbard Lufthavn;SN99840;05.12.2019 16:00;-1.8;80;0;15.9
Svalbard Lufthavn;SN99840;05.12.2019 17:00;-1.1;74;0;15
Svalbard Lufthavn;SN99840;05.12.2019 18:00;-0.6;72;0;15.7
Svalbard Lufthavn;SN99840;05.12.2019 19:00;-0.6;73;0;11.3
Svalbard Lufthavn;SN99840;05.12.2019 20:00;-1.2;74;0;12
Svalbard Lufthavn;SN99840;05.12.2019 21:00;-1.5;75;0;10.7
Svalbard Lufthavn;SN99840;05.12.2019 22:00;-1.5;75;0;11.3
Svalbard Lufthavn;SN99840;05.12.2019 23:00;-1.7;70;0;9.2
Svalbard Lufthavn;SN99840;06.12.2019 00:00;-2;75;0;9.5
Svalbard Lufthavn;SN99840;06.12.2019 01:00;-2.3;74;0;7.2
Svalbard Lufthavn;SN99840;06.12.2019 02:00;-2.5;83;0;6.8
Svalbard Lufthavn;SN99840;06.12.2019 03:00;-2.1;70;0;11.2
Svalbard Lufthavn;SN99840;06.12.2019 04:00;-2.3;66;0;11
Svalbard Lufthavn;SN99840;06.12.2019 05:00;-2.9;69;0;10.2
Svalbard Lufthavn;SN99840;06.12.2019 06:00;-2.8;68;0;10.9
Svalbard Lufthavn;SN99840;06.12.2019 07:00;-3.4;70;0;8.3
Svalbard Lufthavn;SN99840;06.12.2019 08:00;-3.1;61;0;11.3
Svalbard Lufthavn;SN99840;06.12.2019 09:00;-4.3;70;0;7.5
Svalbard Lufthavn;SN99840;06.12.2019 10:00;-3.2;59;0;7.4
Svalbard Lufthavn;SN99840;06.12.2019 11:00;-3.9;66;0;9.6
Svalbard Lufthavn;SN99840;06.12.2019 12:00;-4.3;72;0;6.1
Svalbard Lufthavn;SN99840;06.12.2019 13:00;-4.9;78;0;6.4
Svalbard Lufthavn;SN99840;06.12.2019 14:00;-5.1;69;0;6.3
Svalbard Lufthavn;SN99840;06.12.2019 15:00;-6.4;69;0;10.6
Svalbard Lufthavn;SN99840;06.12.2019 16:00;-7.4;65;0;9.3
Svalbard Lufthavn;SN99840;06.12.2019 17:00;-8.5;66;0;10.2
Svalbard Lufthavn;SN99840;06.12.2019 18:00;-9.1;65;0;10.7
Svalbard Lufthavn;SN99840;06.12.2019 19:00;-9.9;66;0;10.7
Svalbard Lufthavn;SN99840;06.12.2019 20:00;-10.3;64;0;11.6
Svalbard Lufthavn;SN99840;06.12.2019 21:00;-11;64;0;11.5
Svalbard Lufthavn;SN99840;06.12.2019 22:00;-12.2;65;0;11.7
Svalbard Lufthavn;SN99840;06.12.2019 23:00;-13;61;0;11.9
Svalbard Lufthavn;SN99840;07.12.2019 00:00;-13.6;56;0;12.8
Svalbard Lufthavn;SN99840;07.12.2019 01:00;-14.5;54;0;12.6
Svalbard Lufthavn;SN99840;07.12.2019 02:00;-15.7;56;0;12.1
Svalbard Lufthavn;SN99840;07.12.2019 03:00;-16.2;56;0;10.2
Svalbard Lufthavn;SN99840;07.12.2019 04:00;-16.2;54;0;10.7
Svalbard Lufthavn;SN99840;07.12.2019 05:00;-16.8;59;0;11.4
Svalbard Lufthavn;SN99840;07.12.2019 06:00;-16.6;57;0;10.8
Svalbard Lufthavn;SN99840;07.12.2019 07:00;-16.6;59;0;8.4
Svalbard Lufthavn;SN99840;07.12.2019 08:00;-16.4;60;0;7.5
Svalbard Lufthavn;SN99840;07.12.2019 09:00;-15.8;59;0;6.9
Svalbard Lufthavn;SN99840;07.12.2019 10:00;-15.2;57;0;8.5
Svalbard Lufthavn;SN99840;07.12.2019 11:00;-15;56;0;8.4
Svalbard Lufthavn;SN99840;07.12.2019 12:00;-15.5;57;0;6.3
Svalbard Lufthavn;SN99840;07.12.2019 13:00;-15.3;55;0;6.6
Svalbard Lufthavn;SN99840;07.12.2019 14:00;-15;54;0;5.6
Svalbard Lufthavn;SN99840;07.12.2019 15:00;-14.9;57;0;6.9
Svalbard Lufthavn;SN99840;07.12.2019 16:00;-15.4;58;0;6.7
Svalbard Lufthavn;SN99840;07.12.2019 17:00;-15.2;59;0;6.6
Svalbard Lufthavn;SN99840;07.12.2019 18:00;-15.6;61;0;7.3
Svalbard Lufthavn;SN99840;07.12.2019 19:00;-16;70;0;6.6
Svalbard Lufthavn;SN99840;07.12.2019 20:00;-18;69;0;7.7
Svalbard Lufthavn;SN99840;07.12.2019 21:00;-17.6;67;0;6
Svalbard Lufthavn;SN99840;07.12.2019 22:00;-17.3;73;0;4.9
Svalbard Lufthavn;SN99840;07.12.2019 23:00;-17.6;70;0;3.8
Svalbard Lufthavn;SN99840;08.12.2019 00:00;-18.5;64;0;4.7
Svalbard Lufthavn;SN99840;08.12.2019 01:00;-17.7;65;0;3.9
Svalbard Lufthavn;SN99840;08.12.2019 02:00;-17.3;66;0;3.2
Svalbard Lufthavn;SN99840;08.12.2019 03:00;-17.6;66;0;4.5
Svalbard Lufthavn;SN99840;08.12.2019 04:00;-17.3;69;0;4.4
Svalbard Lufthavn;SN99840;08.12.2019 05:00;-17.8;72;0;6.5
Svalbard Lufthavn;SN99840;08.12.2019 06:00;-17.1;64;0;5
Svalbard Lufthavn;SN99840;08.12.2019 07:00;-16.4;61;0;5.1
Svalbard Lufthavn;SN99840;08.12.2019 08:00;-15.7;66;0;5.7
Svalbard Lufthavn;SN99840;08.12.2019 09:00;-15.9;63;0;6.4
Svalbard Lufthavn;SN99840;08.12.2019 10:00;-16.3;60;0;5.1
Svalbard Lufthavn;SN99840;08.12.2019 11:00;-15.5;69;0;6.2
Svalbard Lufthavn;SN99840;08.12.2019 12:00;-16.2;63;0;3.2
Svalbard Lufthavn;SN99840;08.12.2019 13:00;-15.3;56;0;2.8
Svalbard Lufthavn;SN99840;08.12.2019 14:00;-16.3;63;0;3.4
Svalbard Lufthavn;SN99840;08.12.2019 15:00;-15.7;64;0;3.2
Svalbard Lufthavn;SN99840;08.12.2019 16:00;-15.7;69;0;2
Svalbard Lufthavn;SN99840;08.12.2019 17:00;-14.9;62;0;1.4
Svalbard Lufthavn;SN99840;08.12.2019 18:00;-16.1;73;0;1.3
Svalbard Lufthavn;SN99840;08.12.2019 19:00;-15.6;68;0;1.2
Svalbard Lufthavn;SN99840;08.12.2019 20:00;-15.9;76;0;2.8
Svalbard Lufthavn;SN99840;08.12.2019 21:00;-14.9;67;0;1.2
Svalbard Lufthavn;SN99840;08.12.2019 22:00;-15.5;68;0;0.9
Svalbard Lufthavn;SN99840;08.12.2019 23:00;-15.4;68;0;1.5
Svalbard Lufthavn;SN99840;09.12.2019 00:00;-14.4;64;0;0.6
Svalbard Lufthavn;SN99840;09.12.2019 01:00;-14.2;70;0;1.1
Svalbard Lufthavn;SN99840;09.12.2019 02:00;-12.3;58;0;4.6
Svalbard Lufthavn;SN99840;09.12.2019 03:00;-12.3;57;0;4.4
Svalbard Lufthavn;SN99840;09.12.2019 04:00;-11.7;48;0;4.1
Svalbard Lufthavn;SN99840;09.12.2019 05:00;-11.6;47;0;4.7
Svalbard Lufthavn;SN99840;09.12.2019 06:00;-11.6;57;0;7
Svalbard Lufthavn;SN99840;09.12.2019 07:00;-12.1;58;0;7.1
Svalbard Lufthavn;SN99840;09.12.2019 08:00;-12.4;59;0;6.2
Svalbard Lufthavn;SN99840;09.12.2019 09:00;-12.7;57;0;6.2
Svalbard Lufthavn;SN99840;09.12.2019 10:00;-13;60;0;5.3
Svalbard Lufthavn;SN99840;09.12.2019 11:00;-12.8;60;0;6.5
Svalbard Lufthavn;SN99840;09.12.2019 12:00;-12.9;64;0;5.7
Svalbard Lufthavn;SN99840;09.12.2019 13:00;-13.1;62;0;5.4
Svalbard Lufthavn;SN99840;09.12.2019 14:00;-13.4;60;0;5.4
Svalbard Lufthavn;SN99840;09.12.2019 15:00;-13.8;59;0;5.5
Svalbard Lufthavn;SN99840;09.12.2019 16:00;-13.9;58;0;3.9
Svalbard Lufthavn;SN99840;09.12.2019 17:00;-15.1;61;0;3.8
Svalbard Lufthavn;SN99840;09.12.2019 18:00;-15.1;67;0;2.3
Svalbard Lufthavn;SN99840;09.12.2019 19:00;-16.1;70;0;3.2
Svalbard Lufthavn;SN99840;09.12.2019 20:00;-16.3;66;0;3.9
Svalbard Lufthavn;SN99840;09.12.2019 21:00;-16.2;78;0;4.5
Svalbard Lufthavn;SN99840;09.12.2019 22:00;-16.4;78;0;5.4
Svalbard Lufthavn;SN99840;09.12.2019 23:00;-16.8;79;0;5.4
Svalbard Lufthavn;SN99840;10.12.2019 00:00;-16.8;81;0.1;5.1
Svalbard Lufthavn;SN99840;10.12.2019 01:00;-17.2;82;0;5.1
Svalbard Lufthavn;SN99840;10.12.2019 02:00;-17.6;74;0;4.3
Svalbard Lufthavn;SN99840;10.12.2019 03:00;-19.3;76;0;4.4
Svalbard Lufthavn;SN99840;10.12.2019 04:00;-18.4;72;0;3.2
Svalbard Lufthavn;SN99840;10.12.2019 05:00;-18.9;74;0;4.3
Svalbard Lufthavn;SN99840;10.12.2019 06:00;-19.1;70;0;4.3
Svalbard Lufthavn;SN99840;10.12.2019 07:00;-18.8;70;0;5.9
Svalbard Lufthavn;SN99840;10.12.2019 08:00;-18.9;76;0;4.6
Svalbard Lufthavn;SN99840;10.12.2019 09:00;-18;75;0;6.2
Svalbard Lufthavn;SN99840;10.12.2019 10:00;-18.1;79;0;5.6
Svalbard Lufthavn;SN99840;10.12.2019 11:00;-18.1;80;0;5.9
Svalbard Lufthavn;SN99840;10.12.2019 12:00;-18.4;80;0;6
Svalbard Lufthavn;SN99840;10.12.2019 13:00;-19;73;0;5.4
Svalbard Lufthavn;SN99840;10.12.2019 14:00;-18.9;72;0;4.5
Svalbard Lufthavn;SN99840;10.12.2019 15:00;-19.1;74;0;4.6
Svalbard Lufthavn;SN99840;10.12.2019 16:00;-19.2;74;0;5.5
Svalbard Lufthavn;SN99840;10.12.2019 17:00;-18.6;74;0;4.7
Svalbard Lufthavn;SN99840;10.12.2019 18:00;-19.9;72;0;3
Svalbard Lufthavn;SN99840;10.12.2019 19:00;-19.1;69;0;4.4
Svalbard Lufthavn;SN99840;10.12.2019 20:00;-19;67;0;3
Svalbard Lufthavn;SN99840;10.12.2019 21:00;-20.3;75;0;3.2
Svalbard Lufthavn;SN99840;10.12.2019 22:00;-20.4;71;0;5
Svalbard Lufthavn;SN99840;10.12.2019 23:00;-20.5;66;0;5.5
Svalbard Lufthavn;SN99840;11.12.2019 00:00;-20.2;71;0;5.1
Svalbard Lufthavn;SN99840;11.12.2019 01:00;-19.8;62;0;6.1
Svalbard Lufthavn;SN99840;11.12.2019 02:00;-19.7;54;0;7.2
Svalbard Lufthavn;SN99840;11.12.2019 03:00;-19.4;51;0;6.8
Svalbard Lufthavn;SN99840;11.12.2019 04:00;-19.6;54;0;7.1
Svalbard Lufthavn;SN99840;11.12.2019 05:00;-19.1;53;0;7.2
Svalbard Lufthavn;SN99840;11.12.2019 06:00;-19.7;51;0;8
Svalbard Lufthavn;SN99840;11.12.2019 07:00;-19.6;50;0;6.5
Svalbard Lufthavn;SN99840;11.12.2019 08:00;-18.7;51;0;6.8
Svalbard Lufthavn;SN99840;11.12.2019 09:00;-16.3;56;0;6.7
Svalbard Lufthavn;SN99840;11.12.2019 10:00;-18.8;54;0;6.8
Svalbard Lufthavn;SN99840;11.12.2019 11:00;-14.7;50;0;7.9
Svalbard Lufthavn;SN99840;11.12.2019 12:00;-14;41;0;5.5
Svalbard Lufthavn;SN99840;11.12.2019 13:00;-15.1;53;0;9.3
Svalbard Lufthavn;SN99840;11.12.2019 14:00;-14.9;51;0;10.3
Svalbard Lufthavn;SN99840;11.12.2019 15:00;-14.1;47;0;10.7
Svalbard Lufthavn;SN99840;11.12.2019 16:00;-14.4;51;0;10.6
Svalbard Lufthavn;SN99840;11.12.2019 17:00;-14.7;64;0;13
Svalbard Lufthavn;SN99840;11.12.2019 18:00;-14.2;62;0;12.2
Svalbard Lufthavn;SN99840;11.12.2019 19:00;-13.9;61;0;11
Svalbard Lufthavn;SN99840;11.12.2019 20:00;-13.4;63;0;8.6
Svalbard Lufthavn;SN99840;11.12.2019 21:00;-13.9;65;0;8.9
Svalbard Lufthavn;SN99840;11.12.2019 22:00;-13.7;63;0;6.8
Svalbard Lufthavn;SN99840;11.12.2019 23:00;-13.2;62;0;11.2
Svalbard Lufthavn;SN99840;12.12.2019 00:00;-12;61;0;10.6
Svalbard Lufthavn;SN99840;12.12.2019 01:00;-11.5;64;0;12.5
Svalbard Lufthavn;SN99840;12.12.2019 02:00;-11.9;66;0;12.5
Svalbard Lufthavn;SN99840;12.12.2019 03:00;-10.7;65;0;11.3
Svalbard Lufthavn;SN99840;12.12.2019 04:00;-9.3;63;0;13.3
Svalbard Lufthavn;SN99840;12.12.2019 05:00;-8.9;63;0;10.6
Svalbard Lufthavn;SN99840;12.12.2019 06:00;-8;61;0;12.9
Svalbard Lufthavn;SN99840;12.12.2019 07:00;-7.8;63;0;9.4
Svalbard Lufthavn;SN99840;12.12.2019 08:00;-6.7;63;0;11.9
Svalbard Lufthavn;SN99840;12.12.2019 09:00;-6.4;60;0;12.3
Svalbard Lufthavn;SN99840;12.12.2019 10:00;-6.7;61;0;12.9
Svalbard Lufthavn;SN99840;12.12.2019 11:00;-6.7;62;0;12.4
Svalbard Lufthavn;SN99840;12.12.2019 12:00;-7.3;63;0;13.2
Svalbard Lufthavn;SN99840;12.12.2019 13:00;-7.5;62;0;11.6
Svalbard Lufthavn;SN99840;12.12.2019 14:00;-7.3;60;0;12.1
Svalbard Lufthavn;SN99840;12.12.2019 15:00;-7.3;59;0;14.1
Svalbard Lufthavn;SN99840;12.12.2019 16:00;-7.8;56;0;12.9
Svalbard Lufthavn;SN99840;12.12.2019 17:00;-7.7;53;0;14.7
Svalbard Lufthavn;SN99840;12.12.2019 18:00;-8.1;54;0;17.1
Svalbard Lufthavn;SN99840;12.12.2019 19:00;-8.1;58;0;14
Svalbard Lufthavn;SN99840;12.12.2019 20:00;-7.7;61;0;15.5
Svalbard Lufthavn;SN99840;12.12.2019 21:00;-7.7;63;0;15.2
Svalbard Lufthavn;SN99840;12.12.2019 22:00;-6.9;60;0;14.3
Svalbard Lufthavn;SN99840;12.12.2019 23:00;-6.6;61;0;15.5
Svalbard Lufthavn;SN99840;13.12.2019 00:00;-6.2;56;0;14.5
Svalbard Lufthavn;SN99840;13.12.2019 01:00;-7.2;62;0;14.9
Svalbard Lufthavn;SN99840;13.12.2019 02:00;-7.4;63;0;14.5
Svalbard Lufthavn;SN99840;13.12.2019 03:00;-7.1;65;0;13.9
Svalbard Lufthavn;SN99840;13.12.2019 04:00;-6.9;66;0;13.2
Svalbard Lufthavn;SN99840;13.12.2019 05:00;-6.4;67;0;15.3
Svalbard Lufthavn;SN99840;13.12.2019 06:00;-6.2;69;0;14.4
Svalbard Lufthavn;SN99840;13.12.2019 07:00;-6;67;0;15.3
Svalbard Lufthavn;SN99840;13.12.2019 08:00;-6;67;0;11.5
Svalbard Lufthavn;SN99840;13.12.2019 09:00;-5.4;65;0;7.7
Svalbard Lufthavn;SN99840;13.12.2019 10:00;-5.6;67;0;10.6
Svalbard Lufthavn;SN99840;13.12.2019 11:00;-5.4;66;0;9.6
Svalbard Lufthavn;SN99840;13.12.2019 12:00;-5.4;68;0;10.3
Svalbard Lufthavn;SN99840;13.12.2019 13:00;-5.1;68;0;11.1
Svalbard Lufthavn;SN99840;13.12.2019 14:00;-4.5;68;0;10.5
Svalbard Lufthavn;SN99840;13.12.2019 15:00;-4.1;67;0;11.2
Svalbard Lufthavn;SN99840;13.12.2019 16:00;-4.2;68;0;10.2
Svalbard Lufthavn;SN99840;13.12.2019 17:00;-4.4;69;0;10.7
Svalbard Lufthavn;SN99840;13.12.2019 18:00;-4;68;0;10.1
Svalbard Lufthavn;SN99840;13.12.2019 19:00;-4.8;70;0;8.6
Svalbard Lufthavn;SN99840;13.12.2019 20:00;-4.6;72;0;8.8
Svalbard Lufthavn;SN99840;13.12.2019 21:00;-4.7;70;0;8.1
Svalbard Lufthavn;SN99840;13.12.2019 22:00;-4.1;69;0;10.4
Svalbard Lufthavn;SN99840;13.12.2019 23:00;-4.4;70;0;9.1
Svalbard Lufthavn;SN99840;14.12.2019 00:00;-4.5;68;0;9.2
Svalbard Lufthavn;SN99840;14.12.2019 01:00;-4;66;0;9.8
Svalbard Lufthavn;SN99840;14.12.2019 02:00;-4.3;66;0;10.1
Svalbard Lufthavn;SN99840;14.12.2019 03:00;-4.7;66;0;10.6
Svalbard Lufthavn;SN99840;14.12.2019 04:00;-4.9;65;0;10
Svalbard Lufthavn;SN99840;14.12.2019 05:00;-5.3;66;0;10
Svalbard Lufthavn;SN99840;14.12.2019 06:00;-5.5;65;0;9.8
Svalbard Lufthavn;SN99840;14.12.2019 07:00;-5.7;64;0;9.3
Svalbard Lufthavn;SN99840;14.12.2019 08:00;-6.8;66;0;8.5
Svalbard Lufthavn;SN99840;14.12.2019 09:00;-7;65;0;9.6
Svalbard Lufthavn;SN99840;14.12.2019 10:00;-6.7;62;0;9.6
Svalbard Lufthavn;SN99840;14.12.2019 11:00;-7.2;62;0;7.9
Svalbard Lufthavn;SN99840;14.12.2019 12:00;-7.7;62;0;6.8
Svalbard Lufthavn;SN99840;14.12.2019 13:00;-7.8;60;0;4.7
Svalbard Lufthavn;SN99840;14.12.2019 14:00;-8;69;0;5.7
Svalbard Lufthavn;SN99840;14.12.2019 15:00;-9;68;0;6.1
Svalbard Lufthavn;SN99840;14.12.2019 16:00;-8.1;66;0;5.9
Svalbard Lufthavn;SN99840;14.12.2019 17:00;-8.5;68;0;6.9
Svalbard Lufthavn;SN99840;14.12.2019 18:00;-8.9;67;0;6.5
Svalbard Lufthavn;SN99840;14.12.2019 19:00;-10.4;75;0;5.8
Svalbard Lufthavn;SN99840;14.12.2019 20:00;-8.8;74;0;4.6
Svalbard Lufthavn;SN99840;14.12.2019 21:00;-9.6;76;0;4.9
Svalbard Lufthavn;SN99840;14.12.2019 22:00;-9.6;73;0;4.5
Svalbard Lufthavn;SN99840;14.12.2019 23:00;-9.9;77;0;4.8
Svalbard Lufthavn;SN99840;15.12.2019 00:00;-10.2;73;0;5.5
Svalbard Lufthavn;SN99840;15.12.2019 01:00;-10.2;66;0;4.5
Svalbard Lufthavn;SN99840;15.12.2019 02:00;-11.4;76;0;5
Svalbard Lufthavn;SN99840;15.12.2019 03:00;-10.9;73;0;3.8
Svalbard Lufthavn;SN99840;15.12.2019 04:00;-10.4;71;0;3.1
Svalbard Lufthavn;SN99840;15.12.2019 05:00;-12.9;77;0;2.8
Svalbard Lufthavn;SN99840;15.12.2019 06:00;-12.3;76;0;3.8
Svalbard Lufthavn;SN99840;15.12.2019 07:00;-11.8;71;0;4.7
Svalbard Lufthavn;SN99840;15.12.2019 08:00;-12.1;77;0;6.1
Svalbard Lufthavn;SN99840;15.12.2019 09:00;-11.7;76;0;6.2
Svalbard Lufthavn;SN99840;15.12.2019 10:00;-8.4;64;0;7.1
Svalbard Lufthavn;SN99840;15.12.2019 11:00;-7.3;71;0;6.3
Svalbard Lufthavn;SN99840;15.12.2019 12:00;-5.9;67;0;9.6
Svalbard Lufthavn;SN99840;15.12.2019 13:00;-5.4;63;0;11.9
Svalbard Lufthavn;SN99840;15.12.2019 14:00;-5.1;63;0;12.5
Svalbard Lufthavn;SN99840;15.12.2019 15:00;-4.7;60;0;10.5
Svalbard Lufthavn;SN99840;15.12.2019 16:00;-4.9;60;0;10.7
Svalbard Lufthavn;SN99840;15.12.2019 17:00;-5.5;61;0;10.5
Svalbard Lufthavn;SN99840;15.12.2019 18:00;-5.4;56;0;11.4
Svalbard Lufthavn;SN99840;15.12.2019 19:00;-6.1;54;0;10.2
Svalbard Lufthavn;SN99840;15.12.2019 20:00;-6.5;58;0;9.4
Svalbard Lufthavn;SN99840;15.12.2019 21:00;-6.4;60;0;9
Svalbard Lufthavn;SN99840;15.12.2019 22:00;-6.2;65;0;10.6
Svalbard Lufthavn;SN99840;15.12.2019 23:00;-6;66;0;10.7
Svalbard Lufthavn;SN99840;16.12.2019 00:00;-6.2;65;0;10
Svalbard Lufthavn;SN99840;16.12.2019 01:00;-6.8;66;0;5.4
Svalbard Lufthavn;SN99840;16.12.2019 02:00;-7.7;76;0;5.5
Svalbard Lufthavn;SN99840;16.12.2019 03:00;-7.6;68;0;3.7
Svalbard Lufthavn;SN99840;16.12.2019 04:00;-7.7;67;0;5.7
Svalbard Lufthavn;SN99840;16.12.2019 05:00;-7.2;66;0;5.6
Svalbard Lufthavn;SN99840;16.12.2019 06:00;-7.5;72;0;5.3
Svalbard Lufthavn;SN99840;16.12.2019 07:00;-8.5;65;0;5.4
Svalbard Lufthavn;SN99840;16.12.2019 08:00;-9.6;76;0;6
Svalbard Lufthavn;SN99840;16.12.2019 09:00;-9.8;80;0;6
Svalbard Lufthavn;SN99840;16.12.2019 10:00;-9.8;75;0;7.6
Svalbard Lufthavn;SN99840;16.12.2019 11:00;-8.2;56;0;5.7
Svalbard Lufthavn;SN99840;16.12.2019 12:00;-9.4;58;0;6.5
Svalbard Lufthavn;SN99840;16.12.2019 13:00;-9.5;56;0;8.3
Svalbard Lufthavn;SN99840;16.12.2019 14:00;-10.1;62;0;5.8
Svalbard Lufthavn;SN99840;16.12.2019 15:00;-9.8;54;0;5.4
Svalbard Lufthavn;SN99840;16.12.2019 16:00;-10.3;52;0;6.6
Svalbard Lufthavn;SN99840;16.12.2019 17:00;-10.9;53;0;5.2
Svalbard Lufthavn;SN99840;16.12.2019 18:00;-11.3;54;0;7.4
Svalbard Lufthavn;SN99840;16.12.2019 19:00;-11.6;56;0;6.2
Svalbard Lufthavn;SN99840;16.12.2019 20:00;-12.1;56;0;7
Svalbard Lufthavn;SN99840;16.12.2019 21:00;-12;55;0;8.2
Svalbard Lufthavn;SN99840;16.12.2019 22:00;-12.1;55;0;8.3
Svalbard Lufthavn;SN99840;16.12.2019 23:00;-12.9;57;0;7.6
Svalbard Lufthavn;SN99840;17.12.2019 00:00;-12.8;63;0;7.8
Svalbard Lufthavn;SN99840;17.12.2019 01:00;-13;60;0;7.2
Svalbard Lufthavn;SN99840;17.12.2019 02:00;-13.2;59;0;9.5
Svalbard Lufthavn;SN99840;17.12.2019 03:00;-13.2;55;0;8.9
Svalbard Lufthavn;SN99840;17.12.2019 04:00;-13.6;55;0;7.6
Svalbard Lufthavn;SN99840;17.12.2019 05:00;-13.8;60;0;8.5
Svalbard Lufthavn;SN99840;17.12.2019 06:00;-13.3;56;0;8.1
Svalbard Lufthavn;SN99840;17.12.2019 07:00;-13.4;67;0;7.4
Svalbard Lufthavn;SN99840;17.12.2019 08:00;-14.1;61;0;8.9
Svalbard Lufthavn;SN99840;17.12.2019 09:00;-13;57;0;6.9
Svalbard Lufthavn;SN99840;17.12.2019 10:00;-13;55;0;7.1
Svalbard Lufthavn;SN99840;17.12.2019 11:00;-13.8;57;0;7.2
Svalbard Lufthavn;SN99840;17.12.2019 12:00;-13.7;60;0;6.2
Svalbard Lufthavn;SN99840;17.12.2019 13:00;-13.7;63;0;6.2
Svalbard Lufthavn;SN99840;17.12.2019 14:00;-14.5;63;0;4.8
Svalbard Lufthavn;SN99840;17.12.2019 15:00;-15.3;64;0;4.8
Svalbard Lufthavn;SN99840;17.12.2019 16:00;-15.5;64;0;7
Svalbard Lufthavn;SN99840;17.12.2019 17:00;-14.1;62;0;5.6
Svalbard Lufthavn;SN99840;17.12.2019 18:00;-14;63;0;5.5
Svalbard Lufthavn;SN99840;17.12.2019 19:00;-15.4;64;0;6.4
Svalbard Lufthavn;SN99840;17.12.2019 20:00;-16;66;0;6.9
Svalbard Lufthavn;SN99840;17.12.2019 21:00;-15.8;63;0;5.7
Svalbard Lufthavn;SN99840;17.12.2019 22:00;-16.9;68;0;6
Svalbard Lufthavn;SN99840;17.12.2019 23:00;-16.8;70;0;6.5
Svalbard Lufthavn;SN99840;18.12.2019 00:00;-16.5;71;0;3.8
Svalbard Lufthavn;SN99840;18.12.2019 01:00;-16.7;73;0;5.1
Svalbard Lufthavn;SN99840;18.12.2019 02:00;-16.4;71;0;3.9
Svalbard Lufthavn;SN99840;18.12.2019 03:00;-15.8;72;0;4.6
Svalbard Lufthavn;SN99840;18.12.2019 04:00;-15.7;67;0;4.3
Svalbard Lufthavn;SN99840;18.12.2019 05:00;-15.1;62;0;7.5
Svalbard Lufthavn;SN99840;18.12.2019 06:00;-14.2;63;0;6.3
Svalbard Lufthavn;SN99840;18.12.2019 07:00;-14;63;0;9.1
Svalbard Lufthavn;SN99840;18.12.2019 08:00;-14.6;64;0;7.6
Svalbard Lufthavn;SN99840;18.12.2019 09:00;-14.4;73;0;5.8
Svalbard Lufthavn;SN99840;18.12.2019 10:00;-15.2;67;0;3.6
Svalbard Lufthavn;SN99840;18.12.2019 11:00;-14.4;63;0;4.7
Svalbard Lufthavn;SN99840;18.12.2019 12:00;-15.3;64;0;5.4
Svalbard Lufthavn;SN99840;18.12.2019 13:00;-15.4;75;0;5.4
Svalbard Lufthavn;SN99840;18.12.2019 14:00;-15.6;70;0;6.6
Svalbard Lufthavn;SN99840;18.12.2019 15:00;-13.3;60;0;8.9
Svalbard Lufthavn;SN99840;18.12.2019 16:00;-13.1;59;0;6.9
Svalbard Lufthavn;SN99840;18.12.2019 17:00;-13.6;60;0;7.3
Svalbard Lufthavn;SN99840;18.12.2019 18:00;-13.2;57;0;6.6
Svalbard Lufthavn;SN99840;18.12.2019 19:00;-12.8;57;0;5.6
Svalbard Lufthavn;SN99840;18.12.2019 20:00;-12.9;59;0;8
Svalbard Lufthavn;SN99840;18.12.2019 21:00;-12.7;56;0;8.1
Svalbard Lufthavn;SN99840;18.12.2019 22:00;-13.3;58;0;9.5
Svalbard Lufthavn;SN99840;18.12.2019 23:00;-13;56;0;10
Svalbard Lufthavn;SN99840;19.12.2019 00:00;-12.6;52;0;6.9
Svalbard Lufthavn;SN99840;19.12.2019 01:00;-13.6;55;0;6.8
Svalbard Lufthavn;SN99840;19.12.2019 02:00;-13.4;52;0;9.2
Svalbard Lufthavn;SN99840;19.12.2019 03:00;-14.1;54;0;7.9
Svalbard Lufthavn;SN99840;19.12.2019 04:00;-13.4;54;0;8.2
Svalbard Lufthavn;SN99840;19.12.2019 05:00;-13.8;55;0;10.6
Svalbard Lufthavn;SN99840;19.12.2019 06:00;-13.6;54;0;11.5
Svalbard Lufthavn;SN99840;19.12.2019 07:00;-13.8;55;0;11
Svalbard Lufthavn;SN99840;19.12.2019 08:00;-14.4;58;0;11.6
Svalbard Lufthavn;SN99840;19.12.2019 09:00;-13.8;58;0;11.4
Svalbard Lufthavn;SN99840;19.12.2019 10:00;-14;58;0;10.4
Svalbard Lufthavn;SN99840;19.12.2019 11:00;-14;58;0;9.7
Svalbard Lufthavn;SN99840;19.12.2019 12:00;-14.3;59;0;9.7
Svalbard Lufthavn;SN99840;19.12.2019 13:00;-14.2;59;0;10
Svalbard Lufthavn;SN99840;19.12.2019 14:00;-14.1;57;0;9.9
Svalbard Lufthavn;SN99840;19.12.2019 15:00;-14.5;54;0;9.9
Svalbard Lufthavn;SN99840;19.12.2019 16:00;-14.7;52;0;8.3
Svalbard Lufthavn;SN99840;19.12.2019 17:00;-15;51;0;9.6
Svalbard Lufthavn;SN99840;19.12.2019 18:00;-15.4;53;0;11.2
Svalbard Lufthavn;SN99840;19.12.2019 19:00;-15.5;53;0;10
