Name;Station;Time(norwegian mean time);Air temperature;Relative air humidity;Precipitation (1 h);Mean wind speed
Svalbard Lufthavn;SN99840;01.10.2019 01:00;-1.5;68;0;6.3
Svalbard Lufthavn;SN99840;01.10.2019 02:00;-2.3;78;0;5.9
Svalbard Lufthavn;SN99840;01.10.2019 03:00;-2.6;72;0;6.3
Svalbard Lufthavn;SN99840;01.10.2019 04:00;-2.5;72;0;7.9
Svalbard Lufthavn;SN99840;01.10.2019 05:00;-2.2;68;0;6.7
Svalbard Lufthavn;SN99840;01.10.2019 06:00;-1.8;67;0;5.2
Svalbard Lufthavn;SN99840;01.10.2019 07:00;-1.8;67;0;4.2
Svalbard Lufthavn;SN99840;01.10.2019 08:00;-2;69;0;4.2
Svalbard Lufthavn;SN99840;01.10.2019 09:00;-2.2;70;0;3.9
Svalbard Lufthavn;SN99840;01.10.2019 10:00;-2.9;69;0;4.2
Svalbard Lufthavn;SN99840;01.10.2019 11:00;-3.6;71;0;3.7
Svalbard Lufthavn;SN99840;01.10.2019 12:00;-3.6;69;0;3.8
Svalbard Lufthavn;SN99840;01.10.2019 13:00;-3.6;69;0;3.1
Svalbard Lufthavn;SN99840;01.10.2019 14:00;-3.8;70;0;2.3
Svalbard Lufthavn;SN99840;01.10.2019 15:00;-4.2;72;0;2.1
Svalbard Lufthavn;SN99840;01.10.2019 16:00;-4.1;71;0;1.9
Svalbard Lufthavn;SN99840;01.10.2019 17:00;-4.4;72;0;2.1
Svalbard Lufthavn;SN99840;01.10.2019 18:00;-4.3;78;0;1.7
Svalbard Lufthavn;SN99840;01.10.2019 19:00;-4.8;78;0;2.7
Svalbard Lufthavn;SN99840;01.10.2019 20:00;-5;78;0;2.6
Svalbard Lufthavn;SN99840;01.10.2019 21:00;-5.2;79;0;3.3
Svalbard Lufthavn;SN99840;01.10.2019 22:00;-5.1;82;0;3.7
Svalbard Lufthavn;SN99840;01.10.2019 23:00;-5.1;79;0;3.7
Svalbard Lufthavn;SN99840;02.10.2019 00:00;-5.6;82;0;1.4
Svalbard Lufthavn;SN99840;02.10.2019 01:00;-5.6;81;0;2.8
Svalbard Lufthavn;SN99840;02.10.2019 02:00;-4.7;82;0;4.4
Svalbard Lufthavn;SN99840;02.10.2019 03:00;-4.1;81;0;5.2
Svalbard Lufthavn;SN99840;02.10.2019 04:00;-4.1;83;0;4
Svalbard Lufthavn;SN99840;02.10.2019 05:00;-2.9;78;0;3.7
Svalbard Lufthavn;SN99840;02.10.2019 06:00;-2.6;79;0;2.1
Svalbard Lufthavn;SN99840;02.10.2019 07:00;-2.5;82;0;2.1
Svalbard Lufthavn;SN99840;02.10.2019 08:00;-2.3;81;0;1.8
Svalbard Lufthavn;SN99840;02.10.2019 09:00;-2;84;0;2.2
Svalbard Lufthavn;SN99840;02.10.2019 10:00;-1.8;82;0;1.7
Svalbard Lufthavn;SN99840;02.10.2019 11:00;-1.3;81;0;3.4
Svalbard Lufthavn;SN99840;02.10.2019 12:00;-1.7;82;0;2.8
Svalbard Lufthavn;SN99840;02.10.2019 13:00;-0.6;78;0;1.1
Svalbard Lufthavn;SN99840;02.10.2019 14:00;-0.7;83;0;4.1
Svalbard Lufthavn;SN99840;02.10.2019 15:00;-0.2;83;0;5.9
Svalbard Lufthavn;SN99840;02.10.2019 16:00;-0.4;84;0;2.3
Svalbard Lufthavn;SN99840;02.10.2019 17:00;-0.5;84;0;2
Svalbard Lufthavn;SN99840;02.10.2019 18:00;-0.4;80;0;2.4
Svalbard Lufthavn;SN99840;02.10.2019 19:00;-0.5;84;0;2.8
Svalbard Lufthavn;SN99840;02.10.2019 20:00;-0.1;83;0;3.5
Svalbard Lufthavn;SN99840;02.10.2019 21:00;-0.3;80;0;2.5
Svalbard Lufthavn;SN99840;02.10.2019 22:00;1.8;76;0;4.6
Svalbard Lufthavn;SN99840;02.10.2019 23:00;-0.1;83;0;3.4
Svalbard Lufthavn;SN99840;03.10.2019 00:00;1.2;78;0;4.4
Svalbard Lufthavn;SN99840;03.10.2019 01:00;2.4;68;0;3.5
Svalbard Lufthavn;SN99840;03.10.2019 02:00;2.4;69;0;6.4
Svalbard Lufthavn;SN99840;03.10.2019 03:00;1.6;78;0;5.7
Svalbard Lufthavn;SN99840;03.10.2019 04:00;1.8;77;0;4.7
Svalbard Lufthavn;SN99840;03.10.2019 05:00;2.4;70;0;5.2
Svalbard Lufthavn;SN99840;03.10.2019 06:00;1.8;73;0;5
Svalbard Lufthavn;SN99840;03.10.2019 07:00;1.9;70;0;6.2
Svalbard Lufthavn;SN99840;03.10.2019 08:00;2.2;72;0;6.1
Svalbard Lufthavn;SN99840;03.10.2019 09:00;2;75;0;7.1
Svalbard Lufthavn;SN99840;03.10.2019 10:00;2.4;72;0;6.2
Svalbard Lufthavn;SN99840;03.10.2019 11:00;2.3;73;0;5.8
Svalbard Lufthavn;SN99840;03.10.2019 12:00;2.8;68;0;5.3
Svalbard Lufthavn;SN99840;03.10.2019 13:00;2.6;72;0;5.7
Svalbard Lufthavn;SN99840;03.10.2019 14:00;2.5;72;0;5.7
Svalbard Lufthavn;SN99840;03.10.2019 15:00;2;72;0;6
Svalbard Lufthavn;SN99840;03.10.2019 16:00;2.6;71;0;3.3
Svalbard Lufthavn;SN99840;03.10.2019 17:00;2.5;73;0;4.4
Svalbard Lufthavn;SN99840;03.10.2019 18:00;2.2;76;0;3.9
Svalbard Lufthavn;SN99840;03.10.2019 19:00;2;77;0;2.4
Svalbard Lufthavn;SN99840;03.10.2019 20:00;1.5;77;0;1.3
Svalbard Lufthavn;SN99840;03.10.2019 21:00;1.8;80;0;3.1
Svalbard Lufthavn;SN99840;03.10.2019 22:00;1.4;82;0;3
Svalbard Lufthavn;SN99840;03.10.2019 23:00;1.4;81;0;1.3
Svalbard Lufthavn;SN99840;04.10.2019 00:00;1.1;85;0;3.5
Svalbard Lufthavn;SN99840;04.10.2019 01:00;1.1;83;0;0
Svalbard Lufthavn;SN99840;04.10.2019 02:00;0.3;88;0;3.4
Svalbard Lufthavn;SN99840;04.10.2019 03:00;0.5;85;0;2.1
Svalbard Lufthavn;SN99840;04.10.2019 04:00;0.5;86;0;1.3
Svalbard Lufthavn;SN99840;04.10.2019 05:00;0.5;86;0;1.2
Svalbard Lufthavn;SN99840;04.10.2019 06:00;0.3;90;0;3.4
Svalbard Lufthavn;SN99840;04.10.2019 07:00;0.7;85;0;2.7
Svalbard Lufthavn;SN99840;04.10.2019 08:00;0.3;86;0;2.8
Svalbard Lufthavn;SN99840;04.10.2019 09:00;0.4;87;0;1.1
Svalbard Lufthavn;SN99840;04.10.2019 10:00;0.8;85;0;2.5
Svalbard Lufthavn;SN99840;04.10.2019 11:00;1.7;82;0;1.8
Svalbard Lufthavn;SN99840;04.10.2019 12:00;1.3;86;0;0.7
Svalbard Lufthavn;SN99840;04.10.2019 13:00;1.2;86;0;2.4
Svalbard Lufthavn;SN99840;04.10.2019 14:00;2;70;0;1.2
Svalbard Lufthavn;SN99840;04.10.2019 15:00;1.7;72;0;1.8
Svalbard Lufthavn;SN99840;04.10.2019 16:00;1.3;71;0;3
Svalbard Lufthavn;SN99840;04.10.2019 17:00;1.7;68;0;2.4
Svalbard Lufthavn;SN99840;04.10.2019 18:00;0.8;76;0;1.5
Svalbard Lufthavn;SN99840;04.10.2019 19:00;0.7;77;0;0.8
Svalbard Lufthavn;SN99840;04.10.2019 20:00;0.4;83;0;2.5
Svalbard Lufthavn;SN99840;04.10.2019 21:00;0;83;0;1.4
Svalbard Lufthavn;SN99840;04.10.2019 22:00;-0.1;84;0;0.5
Svalbard Lufthavn;SN99840;04.10.2019 23:00;0.2;80;0;0.9
Svalbard Lufthavn;SN99840;05.10.2019 00:00;-0.3;85;0;1.9
Svalbard Lufthavn;SN99840;05.10.2019 01:00;-0.6;80;0;2
Svalbard Lufthavn;SN99840;05.10.2019 02:00;-0.2;79;0;3.6
Svalbard Lufthavn;SN99840;05.10.2019 03:00;0.1;78;0;5.9
Svalbard Lufthavn;SN99840;05.10.2019 04:00;-0.5;85;0;4.4
Svalbard Lufthavn;SN99840;05.10.2019 05:00;0.1;80;0;4.2
Svalbard Lufthavn;SN99840;05.10.2019 06:00;0.3;79;0;4.9
Svalbard Lufthavn;SN99840;05.10.2019 07:00;0.4;82;0;5.4
Svalbard Lufthavn;SN99840;05.10.2019 08:00;1.2;77;0;4
Svalbard Lufthavn;SN99840;05.10.2019 09:00;2.1;76;0;5.5
Svalbard Lufthavn;SN99840;05.10.2019 10:00;3.7;70;0;6.5
Svalbard Lufthavn;SN99840;05.10.2019 11:00;3.8;72;0;5.3
Svalbard Lufthavn;SN99840;05.10.2019 12:00;3.4;75;0;4.7
Svalbard Lufthavn;SN99840;05.10.2019 13:00;4.4;69;0;5
Svalbard Lufthavn;SN99840;05.10.2019 14:00;4.6;69;0;4.4
Svalbard Lufthavn;SN99840;05.10.2019 15:00;4;71;0;4.3
Svalbard Lufthavn;SN99840;05.10.2019 16:00;3.1;79;0;4.2
Svalbard Lufthavn;SN99840;05.10.2019 17:00;2.5;84;0;3.1
Svalbard Lufthavn;SN99840;05.10.2019 18:00;2.8;81;0;3.1
Svalbard Lufthavn;SN99840;05.10.2019 19:00;2.7;83;0;5.3
Svalbard Lufthavn;SN99840;05.10.2019 20:00;3;82;0.1;6
Svalbard Lufthavn;SN99840;05.10.2019 21:00;3.2;80;0;6
Svalbard Lufthavn;SN99840;05.10.2019 22:00;2.6;80;0;5.6
Svalbard Lufthavn;SN99840;05.10.2019 23:00;2.6;77;0;6.3
Svalbard Lufthavn;SN99840;06.10.2019 00:00;2.3;77;0;8.5
Svalbard Lufthavn;SN99840;06.10.2019 01:00;2.2;79;0;5.7
Svalbard Lufthavn;SN99840;06.10.2019 02:00;2.3;76;0;6
Svalbard Lufthavn;SN99840;06.10.2019 03:00;1.9;80;0;6.7
Svalbard Lufthavn;SN99840;06.10.2019 04:00;2;74;0;4.6
Svalbard Lufthavn;SN99840;06.10.2019 05:00;1.3;75;0;4.6
Svalbard Lufthavn;SN99840;06.10.2019 06:00;0.4;83;0;3.8
Svalbard Lufthavn;SN99840;06.10.2019 07:00;0.6;79;0;2.4
Svalbard Lufthavn;SN99840;06.10.2019 08:00;0.5;76;0;2.8
Svalbard Lufthavn;SN99840;06.10.2019 09:00;1.1;74;0;5.9
Svalbard Lufthavn;SN99840;06.10.2019 10:00;0.5;81;0;3.8
Svalbard Lufthavn;SN99840;06.10.2019 11:00;0.6;80;0;4.2
Svalbard Lufthavn;SN99840;06.10.2019 12:00;0.7;79;0;1.5
Svalbard Lufthavn;SN99840;06.10.2019 13:00;0.7;82;0;2.2
Svalbard Lufthavn;SN99840;06.10.2019 14:00;0;83;0;2
Svalbard Lufthavn;SN99840;06.10.2019 15:00;-0.4;85;0;0.7
Svalbard Lufthavn;SN99840;06.10.2019 16:00;-0.2;82;0;1
Svalbard Lufthavn;SN99840;06.10.2019 17:00;-0.3;84;0;3.8
Svalbard Lufthavn;SN99840;06.10.2019 18:00;-0.7;85;0;2.8
Svalbard Lufthavn;SN99840;06.10.2019 19:00;-0.8;86;0;2.3
Svalbard Lufthavn;SN99840;06.10.2019 20:00;-0.4;79;0;7.4
Svalbard Lufthavn;SN99840;06.10.2019 21:00;-0.5;81;0;7.2
Svalbard Lufthavn;SN99840;06.10.2019 22:00;-1;85;0;4.2
Svalbard Lufthavn;SN99840;06.10.2019 23:00;-0.7;84;0;2.1
Svalbard Lufthavn;SN99840;07.10.2019 00:00;-0.7;87;0.1;1.1
Svalbard Lufthavn;SN99840;07.10.2019 01:00;-0.1;83;0;1.4
Svalbard Lufthavn;SN99840;07.10.2019 02:00;0;85;0;2.5
Svalbard Lufthavn;SN99840;07.10.2019 03:00;0.1;86;0;1.6
Svalbard Lufthavn;SN99840;07.10.2019 04:00;0.4;86;0;1.8
Svalbard Lufthavn;SN99840;07.10.2019 05:00;1;86;0;1.1
Svalbard Lufthavn;SN99840;07.10.2019 06:00;1.6;86;0;2.2
Svalbard Lufthavn;SN99840;07.10.2019 07:00;2.2;86;0;0.8
Svalbard Lufthavn;SN99840;07.10.2019 08:00;1.9;86;0;3
Svalbard Lufthavn;SN99840;07.10.2019 09:00;3.2;82;0;3.3
Svalbard Lufthavn;SN99840;07.10.2019 10:00;1.8;90;0;4.5
Svalbard Lufthavn;SN99840;07.10.2019 11:00;2.6;88;0.2;3.1
Svalbard Lufthavn;SN99840;07.10.2019 12:00;2.8;88;0.1;4.5
Svalbard Lufthavn;SN99840;07.10.2019 13:00;3.9;82;0;0.9
Svalbard Lufthavn;SN99840;07.10.2019 14:00;3.2;85;0;0.9
Svalbard Lufthavn;SN99840;07.10.2019 15:00;4.4;78;0;1.4
Svalbard Lufthavn;SN99840;07.10.2019 16:00;3.7;78;0;1.6
Svalbard Lufthavn;SN99840;07.10.2019 17:00;4.5;76;0;2.8
Svalbard Lufthavn;SN99840;07.10.2019 18:00;4.1;79;0;3.7
Svalbard Lufthavn;SN99840;07.10.2019 19:00;3.6;78;0;0.6
Svalbard Lufthavn;SN99840;07.10.2019 20:00;3.8;78;0;4
Svalbard Lufthavn;SN99840;07.10.2019 21:00;4.2;69;0;3.8
Svalbard Lufthavn;SN99840;07.10.2019 22:00;3.2;80;0;4.5
Svalbard Lufthavn;SN99840;07.10.2019 23:00;3.4;78;0;3.3
Svalbard Lufthavn;SN99840;08.10.2019 00:00;2.8;81;0;3.8
Svalbard Lufthavn;SN99840;08.10.2019 01:00;2.5;83;0;3
Svalbard Lufthavn;SN99840;08.10.2019 02:00;2.9;80;0;2.5
Svalbard Lufthavn;SN99840;08.10.2019 03:00;2.1;87;0;2.9
Svalbard Lufthavn;SN99840;08.10.2019 04:00;2.9;84;0;4.4
Svalbard Lufthavn;SN99840;08.10.2019 05:00;2.6;84;0;2.7
Svalbard Lufthavn;SN99840;08.10.2019 06:00;2.6;84;0;2.9
Svalbard Lufthavn;SN99840;08.10.2019 07:00;2.5;85;0;1.7
Svalbard Lufthavn;SN99840;08.10.2019 08:00;2;88;0;2.1
Svalbard Lufthavn;SN99840;08.10.2019 09:00;2.1;88;0;3
Svalbard Lufthavn;SN99840;08.10.2019 10:00;1.7;91;0;3.2
Svalbard Lufthavn;SN99840;08.10.2019 11:00;2.4;88;0;3
Svalbard Lufthavn;SN99840;08.10.2019 12:00;1.8;90;0;1.3
Svalbard Lufthavn;SN99840;08.10.2019 13:00;2.1;90;0;1.7
Svalbard Lufthavn;SN99840;08.10.2019 14:00;2.1;89;0.3;1.1
Svalbard Lufthavn;SN99840;08.10.2019 15:00;2.1;87;0;1.3
Svalbard Lufthavn;SN99840;08.10.2019 16:00;1.8;90;0;1.2
Svalbard Lufthavn;SN99840;08.10.2019 17:00;1.9;90;0;0
Svalbard Lufthavn;SN99840;08.10.2019 18:00;1.6;91;0;0
Svalbard Lufthavn;SN99840;08.10.2019 19:00;2.1;90;0;0
Svalbard Lufthavn;SN99840;08.10.2019 20:00;1.7;92;0.6;0.7
Svalbard Lufthavn;SN99840;08.10.2019 21:00;1.6;92;0.2;1.3
Svalbard Lufthavn;SN99840;08.10.2019 22:00;1.5;90;0.3;0.4
Svalbard Lufthavn;SN99840;08.10.2019 23:00;1.4;91;0.2;0.9
Svalbard Lufthavn;SN99840;09.10.2019 00:00;1.3;93;0;2.2
Svalbard Lufthavn;SN99840;09.10.2019 01:00;1;93;0.2;2.6
Svalbard Lufthavn;SN99840;09.10.2019 02:00;1.1;94;0.1;2.2
Svalbard Lufthavn;SN99840;09.10.2019 03:00;1.3;93;0;1.1
Svalbard Lufthavn;SN99840;09.10.2019 04:00;0.9;95;0;0.8
Svalbard Lufthavn;SN99840;09.10.2019 05:00;1.2;93;0;4.9
Svalbard Lufthavn;SN99840;09.10.2019 06:00;0.4;95;0.2;5.5
Svalbard Lufthavn;SN99840;09.10.2019 07:00;0.6;96;0;1.3
Svalbard Lufthavn;SN99840;09.10.2019 08:00;0.5;96;0;2.5
Svalbard Lufthavn;SN99840;09.10.2019 09:00;0.4;96;0.1;1.8
Svalbard Lufthavn;SN99840;09.10.2019 10:00;0.4;96;0;2.9
Svalbard Lufthavn;SN99840;09.10.2019 11:00;0.3;95;0.2;1.9
Svalbard Lufthavn;SN99840;09.10.2019 12:00;0.6;89;0;2.7
Svalbard Lufthavn;SN99840;09.10.2019 13:00;0.8;86;0;1.8
Svalbard Lufthavn;SN99840;09.10.2019 14:00;1;78;0;4.2
Svalbard Lufthavn;SN99840;09.10.2019 15:00;0.6;80;0;4.2
Svalbard Lufthavn;SN99840;09.10.2019 16:00;1;68;0;6.2
Svalbard Lufthavn;SN99840;09.10.2019 17:00;0.2;76;0;3.9
Svalbard Lufthavn;SN99840;09.10.2019 18:00;0.3;72;0;4.2
Svalbard Lufthavn;SN99840;09.10.2019 19:00;-0.1;72;0;5.2
Svalbard Lufthavn;SN99840;09.10.2019 20:00;-0.3;73;0;5.1
Svalbard Lufthavn;SN99840;09.10.2019 21:00;-0.2;70;0;3.8
Svalbard Lufthavn;SN99840;09.10.2019 22:00;-0.5;72;0;5
Svalbard Lufthavn;SN99840;09.10.2019 23:00;-1;73;0;5.6
Svalbard Lufthavn;SN99840;10.10.2019 00:00;-1.2;71;0;6.5
Svalbard Lufthavn;SN99840;10.10.2019 01:00;-1.6;74;0;5.3
Svalbard Lufthavn;SN99840;10.10.2019 02:00;-1.7;74;0;7.6
Svalbard Lufthavn;SN99840;10.10.2019 03:00;-1.8;72;0;7.6
Svalbard Lufthavn;SN99840;10.10.2019 04:00;-2;74;0;7.4
Svalbard Lufthavn;SN99840;10.10.2019 05:00;-2.1;71;0;10
Svalbard Lufthavn;SN99840;10.10.2019 06:00;-2.1;70;0;9.2
Svalbard Lufthavn;SN99840;10.10.2019 07:00;-2.7;71;0;9.3
Svalbard Lufthavn;SN99840;10.10.2019 08:00;-2.6;67;0;8.5
Svalbard Lufthavn;SN99840;10.10.2019 09:00;-2.6;69;0;10.7
Svalbard Lufthavn;SN99840;10.10.2019 10:00;-2.6;71;0;8.6
Svalbard Lufthavn;SN99840;10.10.2019 11:00;-2.5;70;0;7.7
Svalbard Lufthavn;SN99840;10.10.2019 12:00;-2.4;70;0;7.4
Svalbard Lufthavn;SN99840;10.10.2019 13:00;-2.7;73;0;7.6
Svalbard Lufthavn;SN99840;10.10.2019 14:00;-2.7;69;0;6.3
Svalbard Lufthavn;SN99840;10.10.2019 15:00;-2.9;69;0;7.6
Svalbard Lufthavn;SN99840;10.10.2019 16:00;-2.8;67;0;7.4
Svalbard Lufthavn;SN99840;10.10.2019 17:00;-2.9;66;0;6.1
Svalbard Lufthavn;SN99840;10.10.2019 18:00;-3;69;0;6.4
Svalbard Lufthavn;SN99840;10.10.2019 19:00;-3.1;69;0;6.3
Svalbard Lufthavn;SN99840;10.10.2019 20:00;-3.2;71;0;6.1
Svalbard Lufthavn;SN99840;10.10.2019 21:00;-3.8;73;0;4.3
Svalbard Lufthavn;SN99840;10.10.2019 22:00;-4.4;75;0;4
Svalbard Lufthavn;SN99840;10.10.2019 23:00;-4.5;75;0;3.8
Svalbard Lufthavn;SN99840;11.10.2019 00:00;-4.2;76;0;4.1
Svalbard Lufthavn;SN99840;11.10.2019 01:00;-3.2;77;0;2.1
Svalbard Lufthavn;SN99840;11.10.2019 02:00;-3.1;79;0;1.6
Svalbard Lufthavn;SN99840;11.10.2019 03:00;-2.4;76;0;0.7
Svalbard Lufthavn;SN99840;11.10.2019 04:00;-2.2;76;0;1.6
Svalbard Lufthavn;SN99840;11.10.2019 05:00;-2.6;79;0;1.2
Svalbard Lufthavn;SN99840;11.10.2019 06:00;-2.7;77;0;1.1
Svalbard Lufthavn;SN99840;11.10.2019 07:00;-2.4;79;0;0
Svalbard Lufthavn;SN99840;11.10.2019 08:00;-2.3;79;0;3.8
Svalbard Lufthavn;SN99840;11.10.2019 09:00;-2.2;78;0;1.4
Svalbard Lufthavn;SN99840;11.10.2019 10:00;-2;78;0;4.4
Svalbard Lufthavn;SN99840;11.10.2019 11:00;-2.5;78;0;4.5
Svalbard Lufthavn;SN99840;11.10.2019 12:00;-2.5;80;0;2.2
Svalbard Lufthavn;SN99840;11.10.2019 13:00;-2.8;81;0;3.2
Svalbard Lufthavn;SN99840;11.10.2019 14:00;-2.8;80;0;1.7
Svalbard Lufthavn;SN99840;11.10.2019 15:00;-2.7;79;0;3.1
Svalbard Lufthavn;SN99840;11.10.2019 16:00;-2.7;74;0;3.4
Svalbard Lufthavn;SN99840;11.10.2019 17:00;-3.1;71;0;1.4
Svalbard Lufthavn;SN99840;11.10.2019 18:00;-3;67;0;2.6
Svalbard Lufthavn;SN99840;11.10.2019 19:00;-4;72;0;2.5
Svalbard Lufthavn;SN99840;11.10.2019 20:00;-4;74;0;2.5
Svalbard Lufthavn;SN99840;11.10.2019 21:00;-4.5;72;0;2
Svalbard Lufthavn;SN99840;11.10.2019 22:00;-5.1;75;0;2.9
Svalbard Lufthavn;SN99840;11.10.2019 23:00;-5.8;77;0;3
Svalbard Lufthavn;SN99840;12.10.2019 00:00;-6.5;80;0;3.9
Svalbard Lufthavn;SN99840;12.10.2019 01:00;-6.6;82;0;3.7
Svalbard Lufthavn;SN99840;12.10.2019 02:00;-6;76;0;1.1
Svalbard Lufthavn;SN99840;12.10.2019 03:00;-5.4;78;0;3.5
Svalbard Lufthavn;SN99840;12.10.2019 04:00;-6;78;0;1.9
Svalbard Lufthavn;SN99840;12.10.2019 05:00;-5.7;77;0;0.5
Svalbard Lufthavn;SN99840;12.10.2019 06:00;-5.3;81;0;1.5
Svalbard Lufthavn;SN99840;12.10.2019 07:00;-4.8;80;0;1.6
Svalbard Lufthavn;SN99840;12.10.2019 08:00;-4.6;78;0;1.1
Svalbard Lufthavn;SN99840;12.10.2019 09:00;-4.2;78;0;0.7
Svalbard Lufthavn;SN99840;12.10.2019 10:00;-4.2;81;0;1
Svalbard Lufthavn;SN99840;12.10.2019 11:00;-3.5;80;0;0.9
Svalbard Lufthavn;SN99840;12.10.2019 12:00;-3.5;72;0;0.7
Svalbard Lufthavn;SN99840;12.10.2019 13:00;-4.6;75;0;1.4
Svalbard Lufthavn;SN99840;12.10.2019 14:00;-4.9;74;0;0.9
Svalbard Lufthavn;SN99840;12.10.2019 15:00;-5.3;77;0;1.7
Svalbard Lufthavn;SN99840;12.10.2019 16:00;-5.1;70;0;2.3
Svalbard Lufthavn;SN99840;12.10.2019 17:00;-5.8;73;0;2.2
Svalbard Lufthavn;SN99840;12.10.2019 18:00;-5.9;69;0;3.1
Svalbard Lufthavn;SN99840;12.10.2019 19:00;-6.4;76;0;2.7
Svalbard Lufthavn;SN99840;12.10.2019 20:00;-6.9;77;0;2.3
Svalbard Lufthavn;SN99840;12.10.2019 21:00;-6.5;73;0;2.2
Svalbard Lufthavn;SN99840;12.10.2019 22:00;-6;74;0;1.7
Svalbard Lufthavn;SN99840;12.10.2019 23:00;-7.4;80;0;1.4
Svalbard Lufthavn;SN99840;13.10.2019 00:00;-6.5;75;0;3.2
Svalbard Lufthavn;SN99840;13.10.2019 01:00;-5.9;74;0;2.1
Svalbard Lufthavn;SN99840;13.10.2019 02:00;-6.8;77;0;4.2
Svalbard Lufthavn;SN99840;13.10.2019 03:00;-7.5;78;0;3.1
Svalbard Lufthavn;SN99840;13.10.2019 04:00;-7.5;78;0;4
Svalbard Lufthavn;SN99840;13.10.2019 05:00;-8.2;78;0;3.8
Svalbard Lufthavn;SN99840;13.10.2019 06:00;-7.9;74;0;5.5
Svalbard Lufthavn;SN99840;13.10.2019 07:00;-6.9;73;0;4.9
Svalbard Lufthavn;SN99840;13.10.2019 08:00;-7;66;0;3.8
Svalbard Lufthavn;SN99840;13.10.2019 09:00;-7.5;72;0;5
Svalbard Lufthavn;SN99840;13.10.2019 10:00;-7.4;66;0;4.8
Svalbard Lufthavn;SN99840;13.10.2019 11:00;-7.1;69;0;4.5
Svalbard Lufthavn;SN99840;13.10.2019 12:00;-7;64;0;4.3
Svalbard Lufthavn;SN99840;13.10.2019 13:00;-6.9;66;0;3.5
Svalbard Lufthavn;SN99840;13.10.2019 14:00;-7.2;64;0;3.9
Svalbard Lufthavn;SN99840;13.10.2019 15:00;-7.1;66;0;3.6
Svalbard Lufthavn;SN99840;13.10.2019 16:00;-7.8;74;0;4.4
Svalbard Lufthavn;SN99840;13.10.2019 17:00;-7.7;70;0;3.3
Svalbard Lufthavn;SN99840;13.10.2019 18:00;-7.4;77;0;4.5
Svalbard Lufthavn;SN99840;13.10.2019 19:00;-6.6;63;0;2.5
Svalbard Lufthavn;SN99840;13.10.2019 20:00;-6.7;63;0;4.9
Svalbard Lufthavn;SN99840;13.10.2019 21:00;-6.3;60;0;4.6
Svalbard Lufthavn;SN99840;13.10.2019 22:00;-6.9;68;0;3.6
Svalbard Lufthavn;SN99840;13.10.2019 23:00;-7.5;74;0;4.7
Svalbard Lufthavn;SN99840;14.10.2019 00:00;-7.1;70;0;4
Svalbard Lufthavn;SN99840;14.10.2019 01:00;-7.4;66;0;3.9
Svalbard Lufthavn;SN99840;14.10.2019 02:00;-7.1;64;0;1.9
Svalbard Lufthavn;SN99840;14.10.2019 03:00;-6.7;70;0;2.9
Svalbard Lufthavn;SN99840;14.10.2019 04:00;-7.9;70;0;3.5
Svalbard Lufthavn;SN99840;14.10.2019 05:00;-7.9;71;0;1.1
Svalbard Lufthavn;SN99840;14.10.2019 06:00;-7.3;66;0;2.6
Svalbard Lufthavn;SN99840;14.10.2019 07:00;-7.9;71;0;3.1
Svalbard Lufthavn;SN99840;14.10.2019 08:00;-7.8;73;0;1.1
Svalbard Lufthavn;SN99840;14.10.2019 09:00;-7.4;74;0;1.2
Svalbard Lufthavn;SN99840;14.10.2019 10:00;-7.3;76;0;1.1
Svalbard Lufthavn;SN99840;14.10.2019 11:00;-7.5;73;0;1.1
Svalbard Lufthavn;SN99840;14.10.2019 12:00;-6.9;74;0;1.1
Svalbard Lufthavn;SN99840;14.10.2019 13:00;-7.2;75;0;3.1
Svalbard Lufthavn;SN99840;14.10.2019 14:00;-7.6;74;0;2.1
Svalbard Lufthavn;SN99840;14.10.2019 15:00;-7.9;74;0;3.2
Svalbard Lufthavn;SN99840;14.10.2019 16:00;-8.5;78;0;4.5
Svalbard Lufthavn;SN99840;14.10.2019 17:00;-7.5;73;0;6
Svalbard Lufthavn;SN99840;14.10.2019 18:00;-7;76;0;4.3
Svalbard Lufthavn;SN99840;14.10.2019 19:00;-7.5;81;0;3.2
Svalbard Lufthavn;SN99840;14.10.2019 20:00;-6.8;80;0;2.3
Svalbard Lufthavn;SN99840;14.10.2019 21:00;-6.3;78;0;0.5
Svalbard Lufthavn;SN99840;14.10.2019 22:00;-6.2;82;0;2.7
Svalbard Lufthavn;SN99840;14.10.2019 23:00;-5.7;81;0;3
Svalbard Lufthavn;SN99840;15.10.2019 00:00;-5.2;76;0;2.2
Svalbard Lufthavn;SN99840;15.10.2019 01:00;-5.1;80;0;1.8
Svalbard Lufthavn;SN99840;15.10.2019 02:00;-4.4;75;0;1.1
Svalbard Lufthavn;SN99840;15.10.2019 03:00;-4.2;78;0;1.3
Svalbard Lufthavn;SN99840;15.10.2019 04:00;-4.6;80;0;2.9
Svalbard Lufthavn;SN99840;15.10.2019 05:00;-4.6;80;0;2.7
Svalbard Lufthavn;SN99840;15.10.2019 06:00;-4.2;79;0;1.7
Svalbard Lufthavn;SN99840;15.10.2019 07:00;-4.3;79;0;2.4
Svalbard Lufthavn;SN99840;15.10.2019 08:00;-4;77;0;2.2
Svalbard Lufthavn;SN99840;15.10.2019 09:00;-3.5;76;0;2.1
Svalbard Lufthavn;SN99840;15.10.2019 10:00;-3.9;81;0;1.5
