Name;Station;Time(norwegian mean time);Mean global radiation (1 t);Mean longwave radiation (1 h)
Janssonhaugen Vest;SN99874;01.10.2019 01:00;0;285.76
Janssonhaugen Vest;SN99874;01.10.2019 02:00;0;287.48
Janssonhaugen Vest;SN99874;01.10.2019 03:00;0;288.91
Janssonhaugen Vest;SN99874;01.10.2019 04:00;0;290.24
Janssonhaugen Vest;SN99874;01.10.2019 05:00;0;289.83
Janssonhaugen Vest;SN99874;01.10.2019 06:00;0;289.83
Janssonhaugen Vest;SN99874;01.10.2019 07:00;3.43;290.05
Janssonhaugen Vest;SN99874;01.10.2019 08:00;13.05;290.72
Janssonhaugen Vest;SN99874;01.10.2019 09:00;29.67;291.41
Janssonhaugen Vest;SN99874;01.10.2019 10:00;48.06;291.43
Janssonhaugen Vest;SN99874;01.10.2019 11:00;56.87;291.35
Janssonhaugen Vest;SN99874;01.10.2019 12:00;62.73;289.86
Janssonhaugen Vest;SN99874;01.10.2019 13:00;87.84;279.58
Janssonhaugen Vest;SN99874;01.10.2019 14:00;71.41;276.2
Janssonhaugen Vest;SN99874;01.10.2019 15:00;73.09;271.85
Janssonhaugen Vest;SN99874;01.10.2019 16:00;47.21;269.25
Janssonhaugen Vest;SN99874;01.10.2019 17:00;7.91;264.5
Janssonhaugen Vest;SN99874;01.10.2019 18:00;0;265.31
Janssonhaugen Vest;SN99874;01.10.2019 19:00;0;271.81
Janssonhaugen Vest;SN99874;01.10.2019 20:00;0;277.99
Janssonhaugen Vest;SN99874;01.10.2019 21:00;0;281.01
Janssonhaugen Vest;SN99874;01.10.2019 22:00;0;276.74
Janssonhaugen Vest;SN99874;01.10.2019 23:00;0;266.94
Janssonhaugen Vest;SN99874;02.10.2019 00:00;0;267.46
Janssonhaugen Vest;SN99874;02.10.2019 01:00;0;267.05
Janssonhaugen Vest;SN99874;02.10.2019 02:00;0;268.29
Janssonhaugen Vest;SN99874;02.10.2019 03:00;0;279.47
Janssonhaugen Vest;SN99874;02.10.2019 04:00;0;285.78
Janssonhaugen Vest;SN99874;02.10.2019 05:00;0;287.75
Janssonhaugen Vest;SN99874;02.10.2019 06:00;0;289.59
Janssonhaugen Vest;SN99874;02.10.2019 07:00;1.18;290.17
Janssonhaugen Vest;SN99874;02.10.2019 08:00;10.04;289.87
Janssonhaugen Vest;SN99874;02.10.2019 09:00;23.77;291.34
Janssonhaugen Vest;SN99874;02.10.2019 10:00;34.92;292.85
Janssonhaugen Vest;SN99874;02.10.2019 11:00;38.61;294.24
Janssonhaugen Vest;SN99874;02.10.2019 12:00;43.98;295.18
Janssonhaugen Vest;SN99874;02.10.2019 13:00;40.38;296
Janssonhaugen Vest;SN99874;02.10.2019 14:00;31.32;296.9
Janssonhaugen Vest;SN99874;02.10.2019 15:00;24.08;297.27
Janssonhaugen Vest;SN99874;02.10.2019 16:00;13.32;297.9
Janssonhaugen Vest;SN99874;02.10.2019 17:00;4.36;297.82
Janssonhaugen Vest;SN99874;02.10.2019 18:00;0;297.37
Janssonhaugen Vest;SN99874;02.10.2019 19:00;0;297.78
Janssonhaugen Vest;SN99874;02.10.2019 20:00;0;297.99
Janssonhaugen Vest;SN99874;02.10.2019 21:00;0;298.8
Janssonhaugen Vest;SN99874;02.10.2019 22:00;0;299.86
Janssonhaugen Vest;SN99874;02.10.2019 23:00;0;300.71
Janssonhaugen Vest;SN99874;03.10.2019 00:00;0;301.19
Janssonhaugen Vest;SN99874;03.10.2019 01:00;0;301.67
Janssonhaugen Vest;SN99874;03.10.2019 02:00;0;301.17
Janssonhaugen Vest;SN99874;03.10.2019 03:00;0;301.54
Janssonhaugen Vest;SN99874;03.10.2019 04:00;0;302.6
Janssonhaugen Vest;SN99874;03.10.2019 05:00;0;302.45
Janssonhaugen Vest;SN99874;03.10.2019 06:00;0;302.14
Janssonhaugen Vest;SN99874;03.10.2019 07:00;1.85;300.96
Janssonhaugen Vest;SN99874;03.10.2019 08:00;11.07;304.58
Janssonhaugen Vest;SN99874;03.10.2019 09:00;28.62;304.79
Janssonhaugen Vest;SN99874;03.10.2019 10:00;36.98;305.78
Janssonhaugen Vest;SN99874;03.10.2019 11:00;43.7;306.63
Janssonhaugen Vest;SN99874;03.10.2019 12:00;50.89;309.92
Janssonhaugen Vest;SN99874;03.10.2019 13:00;34.57;310.23
Janssonhaugen Vest;SN99874;03.10.2019 14:00;40.56;307.2
Janssonhaugen Vest;SN99874;03.10.2019 15:00;39.27;306.63
Janssonhaugen Vest;SN99874;03.10.2019 16:00;16.25;306.73
Janssonhaugen Vest;SN99874;03.10.2019 17:00;4.14;306.34
Janssonhaugen Vest;SN99874;03.10.2019 18:00;0;306.43
Janssonhaugen Vest;SN99874;03.10.2019 19:00;0;306.41
Janssonhaugen Vest;SN99874;03.10.2019 20:00;0;305.57
Janssonhaugen Vest;SN99874;03.10.2019 21:00;0;304.45
Janssonhaugen Vest;SN99874;03.10.2019 22:00;0;304.3
Janssonhaugen Vest;SN99874;03.10.2019 23:00;0;304.99
Janssonhaugen Vest;SN99874;04.10.2019 00:00;0;305.53
Janssonhaugen Vest;SN99874;04.10.2019 01:00;0;302.63
Janssonhaugen Vest;SN99874;04.10.2019 02:00;0;302.65
Janssonhaugen Vest;SN99874;04.10.2019 03:00;0;302.14
Janssonhaugen Vest;SN99874;04.10.2019 04:00;0;303.47
Janssonhaugen Vest;SN99874;04.10.2019 05:00;0;304.11
Janssonhaugen Vest;SN99874;04.10.2019 06:00;0;303.65
Janssonhaugen Vest;SN99874;04.10.2019 07:00;0.45;303.36
Janssonhaugen Vest;SN99874;04.10.2019 08:00;8.01;303.95
Janssonhaugen Vest;SN99874;04.10.2019 09:00;22.35;304.89
Janssonhaugen Vest;SN99874;04.10.2019 10:00;39.93;305.95
Janssonhaugen Vest;SN99874;04.10.2019 11:00;50.34;307.35
Janssonhaugen Vest;SN99874;04.10.2019 12:00;54.57;308.22
Janssonhaugen Vest;SN99874;04.10.2019 13:00;56.84;308.2
Janssonhaugen Vest;SN99874;04.10.2019 14:00;54.97;307.44
Janssonhaugen Vest;SN99874;04.10.2019 15:00;43.55;304.59
Janssonhaugen Vest;SN99874;04.10.2019 16:00;20.8;302.65
Janssonhaugen Vest;SN99874;04.10.2019 17:00;3.37;300.28
Janssonhaugen Vest;SN99874;04.10.2019 18:00;0;300.63
Janssonhaugen Vest;SN99874;04.10.2019 19:00;0;299.34
Janssonhaugen Vest;SN99874;04.10.2019 20:00;0;299.58
Janssonhaugen Vest;SN99874;04.10.2019 21:00;0;300.1
Janssonhaugen Vest;SN99874;04.10.2019 22:00;0;300.03
Janssonhaugen Vest;SN99874;04.10.2019 23:00;0;297.24
Janssonhaugen Vest;SN99874;05.10.2019 00:00;0;295.91
Janssonhaugen Vest;SN99874;05.10.2019 01:00;0;295.03
Janssonhaugen Vest;SN99874;05.10.2019 02:00;0;292.27
Janssonhaugen Vest;SN99874;05.10.2019 03:00;0;289.66
Janssonhaugen Vest;SN99874;05.10.2019 04:00;0;295.88
Janssonhaugen Vest;SN99874;05.10.2019 05:00;0;298.24
Janssonhaugen Vest;SN99874;05.10.2019 06:00;0;299.95
Janssonhaugen Vest;SN99874;05.10.2019 07:00;0.46;300.28
Janssonhaugen Vest;SN99874;05.10.2019 08:00;7.29;301.41
Janssonhaugen Vest;SN99874;05.10.2019 09:00;8.13;284.62
Janssonhaugen Vest;SN99874;05.10.2019 10:00;38.27;306.2
Janssonhaugen Vest;SN99874;05.10.2019 11:00;57.39;311.28
Janssonhaugen Vest;SN99874;05.10.2019 12:00;38.58;311.81
Janssonhaugen Vest;SN99874;05.10.2019 13:00;35.94;294.16
Janssonhaugen Vest;SN99874;05.10.2019 14:00;27.42;310.96
Janssonhaugen Vest;SN99874;05.10.2019 15:00;18.39;312.97
Janssonhaugen Vest;SN99874;05.10.2019 16:00;10.04;312.78
Janssonhaugen Vest;SN99874;05.10.2019 17:00;1.81;310.92
Janssonhaugen Vest;SN99874;05.10.2019 18:00;0;311.83
Janssonhaugen Vest;SN99874;05.10.2019 19:00;0;312.82
Janssonhaugen Vest;SN99874;05.10.2019 20:00;0;313.51
Janssonhaugen Vest;SN99874;05.10.2019 21:00;0;313.77
Janssonhaugen Vest;SN99874;05.10.2019 22:00;0;313.39
Janssonhaugen Vest;SN99874;05.10.2019 23:00;0;312.41
Janssonhaugen Vest;SN99874;06.10.2019 00:00;0;310.78
Janssonhaugen Vest;SN99874;06.10.2019 01:00;0;308.59
Janssonhaugen Vest;SN99874;06.10.2019 02:00;0;308.06
Janssonhaugen Vest;SN99874;06.10.2019 03:00;0;307.96
Janssonhaugen Vest;SN99874;06.10.2019 04:00;0;307.28
Janssonhaugen Vest;SN99874;06.10.2019 05:00;0;304.07
Janssonhaugen Vest;SN99874;06.10.2019 06:00;0;301.43
Janssonhaugen Vest;SN99874;06.10.2019 07:00;0;301.2
Janssonhaugen Vest;SN99874;06.10.2019 08:00;5.79;302.05
Janssonhaugen Vest;SN99874;06.10.2019 09:00;17.71;302.56
Janssonhaugen Vest;SN99874;06.10.2019 10:00;25.32;302.89
Janssonhaugen Vest;SN99874;06.10.2019 11:00;26.02;303.23
Janssonhaugen Vest;SN99874;06.10.2019 12:00;30.5;303.41
Janssonhaugen Vest;SN99874;06.10.2019 13:00;45.42;303.01
Janssonhaugen Vest;SN99874;06.10.2019 14:00;55.58;302.72
Janssonhaugen Vest;SN99874;06.10.2019 15:00;26.21;291.91
Janssonhaugen Vest;SN99874;06.10.2019 16:00;20.41;289.89
Janssonhaugen Vest;SN99874;06.10.2019 17:00;9.98;291.26
Janssonhaugen Vest;SN99874;06.10.2019 18:00;0;284.49
Janssonhaugen Vest;SN99874;06.10.2019 19:00;0;285.34
Janssonhaugen Vest;SN99874;06.10.2019 20:00;0;287.12
Janssonhaugen Vest;SN99874;06.10.2019 21:00;0;283.61
Janssonhaugen Vest;SN99874;06.10.2019 22:00;0;291.4
Janssonhaugen Vest;SN99874;06.10.2019 23:00;0;296.22
Janssonhaugen Vest;SN99874;07.10.2019 00:00;0;299.32
Janssonhaugen Vest;SN99874;07.10.2019 01:00;0;300.57
Janssonhaugen Vest;SN99874;07.10.2019 02:00;0;303.81
Janssonhaugen Vest;SN99874;07.10.2019 03:00;0;307.42
Janssonhaugen Vest;SN99874;07.10.2019 04:00;0;310.03
Janssonhaugen Vest;SN99874;07.10.2019 05:00;0;311.24
Janssonhaugen Vest;SN99874;07.10.2019 06:00;0;312.65
Janssonhaugen Vest;SN99874;07.10.2019 07:00;0;310.12
Janssonhaugen Vest;SN99874;07.10.2019 08:00;4.75;306.77
Janssonhaugen Vest;SN99874;07.10.2019 09:00;18.03;311.51
Janssonhaugen Vest;SN99874;07.10.2019 10:00;31.29;308.38
Janssonhaugen Vest;SN99874;07.10.2019 11:00;46.54;313.24
Janssonhaugen Vest;SN99874;07.10.2019 12:00;42.25;315.23
Janssonhaugen Vest;SN99874;07.10.2019 13:00;30.34;315.61
Janssonhaugen Vest;SN99874;07.10.2019 14:00;20.01;315.75
Janssonhaugen Vest;SN99874;07.10.2019 15:00;13.09;315.59
Janssonhaugen Vest;SN99874;07.10.2019 16:00;5.46;315.29
Janssonhaugen Vest;SN99874;07.10.2019 17:00;0;314.16
Janssonhaugen Vest;SN99874;07.10.2019 18:00;0;315.14
Janssonhaugen Vest;SN99874;07.10.2019 19:00;0;314.74
Janssonhaugen Vest;SN99874;07.10.2019 20:00;0;314.63
Janssonhaugen Vest;SN99874;07.10.2019 21:00;0;314.16
Janssonhaugen Vest;SN99874;07.10.2019 22:00;0;313
Janssonhaugen Vest;SN99874;07.10.2019 23:00;0;313.22
Janssonhaugen Vest;SN99874;08.10.2019 00:00;0;313.53
Janssonhaugen Vest;SN99874;08.10.2019 01:00;0;313.62
Janssonhaugen Vest;SN99874;08.10.2019 02:00;0;312.71
Janssonhaugen Vest;SN99874;08.10.2019 03:00;0;313.03
Janssonhaugen Vest;SN99874;08.10.2019 04:00;0;313.59
Janssonhaugen Vest;SN99874;08.10.2019 05:00;0;313.75
Janssonhaugen Vest;SN99874;08.10.2019 06:00;0;313.88
Janssonhaugen Vest;SN99874;08.10.2019 07:00;0;313.79
Janssonhaugen Vest;SN99874;08.10.2019 08:00;4.62;313.06
Janssonhaugen Vest;SN99874;08.10.2019 09:00;14.17;313.14
Janssonhaugen Vest;SN99874;08.10.2019 10:00;21.89;310.87
Janssonhaugen Vest;SN99874;08.10.2019 11:00;41.12;311.34
Janssonhaugen Vest;SN99874;08.10.2019 12:00;38.49;313.45
Janssonhaugen Vest;SN99874;08.10.2019 13:00;32.8;314.3
Janssonhaugen Vest;SN99874;08.10.2019 14:00;25.51;313.99
Janssonhaugen Vest;SN99874;08.10.2019 15:00;16.93;310.01
Janssonhaugen Vest;SN99874;08.10.2019 16:00;6.38;311.23
Janssonhaugen Vest;SN99874;08.10.2019 17:00;0.27;310.74
Janssonhaugen Vest;SN99874;08.10.2019 18:00;0;311.32
Janssonhaugen Vest;SN99874;08.10.2019 19:00;0;310.81
Janssonhaugen Vest;SN99874;08.10.2019 20:00;0;310.51
Janssonhaugen Vest;SN99874;08.10.2019 21:00;0;310
Janssonhaugen Vest;SN99874;08.10.2019 22:00;0;309.56
Janssonhaugen Vest;SN99874;08.10.2019 23:00;0;309.39
Janssonhaugen Vest;SN99874;09.10.2019 00:00;0;309.44
Janssonhaugen Vest;SN99874;09.10.2019 01:00;0;309.66
Janssonhaugen Vest;SN99874;09.10.2019 02:00;0;307.77
Janssonhaugen Vest;SN99874;09.10.2019 03:00;0;308.02
Janssonhaugen Vest;SN99874;09.10.2019 04:00;0;306.49
Janssonhaugen Vest;SN99874;09.10.2019 05:00;0;304.81
Janssonhaugen Vest;SN99874;09.10.2019 06:00;0;303.47
Janssonhaugen Vest;SN99874;09.10.2019 07:00;0;302.88
Janssonhaugen Vest;SN99874;09.10.2019 08:00;3.11;303.16
Janssonhaugen Vest;SN99874;09.10.2019 09:00;11.27;304.8
Janssonhaugen Vest;SN99874;09.10.2019 10:00;19;305.49
Janssonhaugen Vest;SN99874;09.10.2019 11:00;17.11;304.63
Janssonhaugen Vest;SN99874;09.10.2019 12:00;25.86;303.59
Janssonhaugen Vest;SN99874;09.10.2019 13:00;23.57;302.59
Janssonhaugen Vest;SN99874;09.10.2019 14:00;18.25;301.92
Janssonhaugen Vest;SN99874;09.10.2019 15:00;10.46;300.98
Janssonhaugen Vest;SN99874;09.10.2019 16:00;3.54;299.74
Janssonhaugen Vest;SN99874;09.10.2019 17:00;0;297.75
Janssonhaugen Vest;SN99874;09.10.2019 18:00;0;294.37
Janssonhaugen Vest;SN99874;09.10.2019 19:00;0;292.13
Janssonhaugen Vest;SN99874;09.10.2019 20:00;0;290.71
Janssonhaugen Vest;SN99874;09.10.2019 21:00;0;293.63
Janssonhaugen Vest;SN99874;09.10.2019 22:00;0;287.73
Janssonhaugen Vest;SN99874;09.10.2019 23:00;0;284.61
Janssonhaugen Vest;SN99874;10.10.2019 00:00;0;283.99
Janssonhaugen Vest;SN99874;10.10.2019 01:00;0;284.99
Janssonhaugen Vest;SN99874;10.10.2019 02:00;0;285.12
Janssonhaugen Vest;SN99874;10.10.2019 03:00;0;286.89
Janssonhaugen Vest;SN99874;10.10.2019 04:00;0;289.43
Janssonhaugen Vest;SN99874;10.10.2019 05:00;0;285.8
Janssonhaugen Vest;SN99874;10.10.2019 06:00;0;284.67
Janssonhaugen Vest;SN99874;10.10.2019 07:00;0;284.36
Janssonhaugen Vest;SN99874;10.10.2019 08:00;1.78;282.57
Janssonhaugen Vest;SN99874;10.10.2019 09:00;12.7;283.57
Janssonhaugen Vest;SN99874;10.10.2019 10:00;37.54;287.54
Janssonhaugen Vest;SN99874;10.10.2019 11:00;52.43;287.4
Janssonhaugen Vest;SN99874;10.10.2019 12:00;49.06;285.76
Janssonhaugen Vest;SN99874;10.10.2019 13:00;45.65;285.86
Janssonhaugen Vest;SN99874;10.10.2019 14:00;37.65;283.83
Janssonhaugen Vest;SN99874;10.10.2019 15:00;19.96;280.42
Janssonhaugen Vest;SN99874;10.10.2019 16:00;3.97;276.53
Janssonhaugen Vest;SN99874;10.10.2019 17:00;0;276.08
Janssonhaugen Vest;SN99874;10.10.2019 18:00;0;276.52
Janssonhaugen Vest;SN99874;10.10.2019 19:00;0;276.59
Janssonhaugen Vest;SN99874;10.10.2019 20:00;0;275.89
Janssonhaugen Vest;SN99874;10.10.2019 21:00;0;276.28
Janssonhaugen Vest;SN99874;10.10.2019 22:00;0;281.51
Janssonhaugen Vest;SN99874;10.10.2019 23:00;0;287.05
Janssonhaugen Vest;SN99874;11.10.2019 00:00;0;288.77
Janssonhaugen Vest;SN99874;11.10.2019 01:00;0;289.27
Janssonhaugen Vest;SN99874;11.10.2019 02:00;0;289.9
Janssonhaugen Vest;SN99874;11.10.2019 03:00;0;290.7
Janssonhaugen Vest;SN99874;11.10.2019 04:00;0;291.44
Janssonhaugen Vest;SN99874;11.10.2019 05:00;0;290.87
Janssonhaugen Vest;SN99874;11.10.2019 06:00;0;290.45
Janssonhaugen Vest;SN99874;11.10.2019 07:00;0;290.1
Janssonhaugen Vest;SN99874;11.10.2019 08:00;0.97;289.7
Janssonhaugen Vest;SN99874;11.10.2019 09:00;6.26;289.58
Janssonhaugen Vest;SN99874;11.10.2019 10:00;11.35;288.83
Janssonhaugen Vest;SN99874;11.10.2019 11:00;19.9;288.89
Janssonhaugen Vest;SN99874;11.10.2019 12:00;23.85;289.78
Janssonhaugen Vest;SN99874;11.10.2019 13:00;21;288.4
Janssonhaugen Vest;SN99874;11.10.2019 14:00;17.88;288.18
Janssonhaugen Vest;SN99874;11.10.2019 15:00;6.88;288.74
Janssonhaugen Vest;SN99874;11.10.2019 16:00;1.52;287.42
Janssonhaugen Vest;SN99874;11.10.2019 17:00;0;285.96
Janssonhaugen Vest;SN99874;11.10.2019 18:00;0;285.37
Janssonhaugen Vest;SN99874;11.10.2019 19:00;0;285.21
Janssonhaugen Vest;SN99874;11.10.2019 20:00;0;278.61
Janssonhaugen Vest;SN99874;11.10.2019 21:00;0;269.3
Janssonhaugen Vest;SN99874;11.10.2019 22:00;0;266.65
Janssonhaugen Vest;SN99874;11.10.2019 23:00;0;265.17
Janssonhaugen Vest;SN99874;12.10.2019 00:00;0;264.73
Janssonhaugen Vest;SN99874;12.10.2019 01:00;0;264.2
Janssonhaugen Vest;SN99874;12.10.2019 02:00;0;273.86
Janssonhaugen Vest;SN99874;12.10.2019 03:00;0;278.42
Janssonhaugen Vest;SN99874;12.10.2019 04:00;0;279.51
Janssonhaugen Vest;SN99874;12.10.2019 05:00;0;275.7
Janssonhaugen Vest;SN99874;12.10.2019 06:00;0;273.67
Janssonhaugen Vest;SN99874;12.10.2019 07:00;0;280.09
Janssonhaugen Vest;SN99874;12.10.2019 08:00;1.6;282.74
Janssonhaugen Vest;SN99874;12.10.2019 09:00;8.05;283.44
Janssonhaugen Vest;SN99874;12.10.2019 10:00;15.47;283.01
Janssonhaugen Vest;SN99874;12.10.2019 11:00;19.85;280.72
Janssonhaugen Vest;SN99874;12.10.2019 12:00;29.27;271.49
Janssonhaugen Vest;SN99874;12.10.2019 13:00;24.15;262.22
Janssonhaugen Vest;SN99874;12.10.2019 14:00;19.21;261.88
Janssonhaugen Vest;SN99874;12.10.2019 15:00;10.66;262.37
Janssonhaugen Vest;SN99874;12.10.2019 16:00;0.83;266.79
Janssonhaugen Vest;SN99874;12.10.2019 17:00;0;266.77
Janssonhaugen Vest;SN99874;12.10.2019 18:00;0;264.93
Janssonhaugen Vest;SN99874;12.10.2019 19:00;0;260.67
Janssonhaugen Vest;SN99874;12.10.2019 20:00;0;262.79
Janssonhaugen Vest;SN99874;12.10.2019 21:00;0;266
Janssonhaugen Vest;SN99874;12.10.2019 22:00;0;262.93
Janssonhaugen Vest;SN99874;12.10.2019 23:00;0;259.42
Janssonhaugen Vest;SN99874;13.10.2019 00:00;0;257.08
Janssonhaugen Vest;SN99874;13.10.2019 01:00;0;256.31
Janssonhaugen Vest;SN99874;13.10.2019 02:00;0;257.82
Janssonhaugen Vest;SN99874;13.10.2019 03:00;0;258.16
Janssonhaugen Vest;SN99874;13.10.2019 04:00;0;258.09
Janssonhaugen Vest;SN99874;13.10.2019 05:00;0;260.56
Janssonhaugen Vest;SN99874;13.10.2019 06:00;0;263.08
Janssonhaugen Vest;SN99874;13.10.2019 07:00;0;261.07
Janssonhaugen Vest;SN99874;13.10.2019 08:00;0;263.41
Janssonhaugen Vest;SN99874;13.10.2019 09:00;5.9;261.93
Janssonhaugen Vest;SN99874;13.10.2019 10:00;14.26;261.31
Janssonhaugen Vest;SN99874;13.10.2019 11:00;22.92;261.6
Janssonhaugen Vest;SN99874;13.10.2019 12:00;20.46;260.85
Janssonhaugen Vest;SN99874;13.10.2019 13:00;19.6;260.08
Janssonhaugen Vest;SN99874;13.10.2019 14:00;16.61;258.63
Janssonhaugen Vest;SN99874;13.10.2019 15:00;9.3;260.15
Janssonhaugen Vest;SN99874;13.10.2019 16:00;1.58;261.78
Janssonhaugen Vest;SN99874;13.10.2019 17:00;0;262.93
Janssonhaugen Vest;SN99874;13.10.2019 18:00;0;263.81
Janssonhaugen Vest;SN99874;13.10.2019 19:00;0;264.1
Janssonhaugen Vest;SN99874;13.10.2019 20:00;0;266.84
Janssonhaugen Vest;SN99874;13.10.2019 21:00;0;266.3
Janssonhaugen Vest;SN99874;13.10.2019 22:00;0;261.91
Janssonhaugen Vest;SN99874;13.10.2019 23:00;0;258.54
Janssonhaugen Vest;SN99874;14.10.2019 00:00;0;259.04
Janssonhaugen Vest;SN99874;14.10.2019 01:00;0;259.75
Janssonhaugen Vest;SN99874;14.10.2019 02:00;0;259.12
Janssonhaugen Vest;SN99874;14.10.2019 03:00;0;257.1
Janssonhaugen Vest;SN99874;14.10.2019 04:00;0;257.05
Janssonhaugen Vest;SN99874;14.10.2019 05:00;0;256.32
Janssonhaugen Vest;SN99874;14.10.2019 06:00;0;254.93
Janssonhaugen Vest;SN99874;14.10.2019 07:00;0;256.58
Janssonhaugen Vest;SN99874;14.10.2019 08:00;0;258.39
Janssonhaugen Vest;SN99874;14.10.2019 09:00;5.78;258.27
Janssonhaugen Vest;SN99874;14.10.2019 10:00;14.8;256.55
Janssonhaugen Vest;SN99874;14.10.2019 11:00;20.8;258.12
Janssonhaugen Vest;SN99874;14.10.2019 12:00;20.89;257.19
Janssonhaugen Vest;SN99874;14.10.2019 13:00;19.55;257.57
Janssonhaugen Vest;SN99874;14.10.2019 14:00;15.02;256.98
Janssonhaugen Vest;SN99874;14.10.2019 15:00;8.02;256.74
Janssonhaugen Vest;SN99874;14.10.2019 16:00;0.19;257.46
Janssonhaugen Vest;SN99874;14.10.2019 17:00;0;258.62
Janssonhaugen Vest;SN99874;14.10.2019 18:00;0;261.38
Janssonhaugen Vest;SN99874;14.10.2019 19:00;0;264.27
Janssonhaugen Vest;SN99874;14.10.2019 20:00;0;264.32
Janssonhaugen Vest;SN99874;14.10.2019 21:00;0;264.33
Janssonhaugen Vest;SN99874;14.10.2019 22:00;0;266.86
Janssonhaugen Vest;SN99874;14.10.2019 23:00;0;272.46
Janssonhaugen Vest;SN99874;15.10.2019 00:00;0;276.44
Janssonhaugen Vest;SN99874;15.10.2019 01:00;0;277.29
Janssonhaugen Vest;SN99874;15.10.2019 02:00;0;276.95
Janssonhaugen Vest;SN99874;15.10.2019 03:00;0;277.05
Janssonhaugen Vest;SN99874;15.10.2019 04:00;0;279.45
Janssonhaugen Vest;SN99874;15.10.2019 05:00;0;281.39
Janssonhaugen Vest;SN99874;15.10.2019 06:00;0;279.47
Janssonhaugen Vest;SN99874;15.10.2019 07:00;0;279.91
Janssonhaugen Vest;SN99874;15.10.2019 08:00;0;280.89
Janssonhaugen Vest;SN99874;15.10.2019 09:00;4.97;274.14
Janssonhaugen Vest;SN99874;15.10.2019 10:00;12.23;268.33
Janssonhaugen Vest;SN99874;15.10.2019 11:00;17.04;267.15
Janssonhaugen Vest;SN99874;15.10.2019 12:00;18.69;267.96
Janssonhaugen Vest;SN99874;15.10.2019 13:00;17.79;268.07
Janssonhaugen Vest;SN99874;15.10.2019 14:00;13.4;267.08
Janssonhaugen Vest;SN99874;15.10.2019 15:00;6.29;265.67
Janssonhaugen Vest;SN99874;15.10.2019 16:00;0;265.56
Janssonhaugen Vest;SN99874;15.10.2019 17:00;0;264.59
Janssonhaugen Vest;SN99874;15.10.2019 18:00;0;263.19
Janssonhaugen Vest;SN99874;15.10.2019 19:00;0;262.63
Janssonhaugen Vest;SN99874;15.10.2019 20:00;0;260.68
Janssonhaugen Vest;SN99874;15.10.2019 21:00;0;260
Janssonhaugen Vest;SN99874;15.10.2019 22:00;0;260.05
Janssonhaugen Vest;SN99874;15.10.2019 23:00;0;259.5
Janssonhaugen Vest;SN99874;16.10.2019 00:00;0;259.92
Janssonhaugen Vest;SN99874;16.10.2019 01:00;0;259.13
Janssonhaugen Vest;SN99874;16.10.2019 02:00;0;260.75
Janssonhaugen Vest;SN99874;16.10.2019 03:00;0;261.15
Janssonhaugen Vest;SN99874;16.10.2019 04:00;0;260.54
Janssonhaugen Vest;SN99874;16.10.2019 05:00;0;261.51
Janssonhaugen Vest;SN99874;16.10.2019 06:00;0;261.6
Janssonhaugen Vest;SN99874;16.10.2019 07:00;0;262.58
Janssonhaugen Vest;SN99874;16.10.2019 08:00;0;265.22
Janssonhaugen Vest;SN99874;16.10.2019 09:00;1.89;267.64
Janssonhaugen Vest;SN99874;16.10.2019 10:00;9.27;267.33
Janssonhaugen Vest;SN99874;16.10.2019 11:00;28.98;273.62
Janssonhaugen Vest;SN99874;16.10.2019 12:00;27.46;274.91
Janssonhaugen Vest;SN99874;16.10.2019 13:00;17.96;277.51
Janssonhaugen Vest;SN99874;16.10.2019 14:00;10.07;283.69
Janssonhaugen Vest;SN99874;16.10.2019 15:00;4.14;287.07
Janssonhaugen Vest;SN99874;16.10.2019 16:00;0.05;289
Janssonhaugen Vest;SN99874;16.10.2019 17:00;0;290.23
Janssonhaugen Vest;SN99874;16.10.2019 18:00;0;291.71
Janssonhaugen Vest;SN99874;16.10.2019 19:00;0;291.97
Janssonhaugen Vest;SN99874;16.10.2019 20:00;0;283.97
Janssonhaugen Vest;SN99874;16.10.2019 21:00;0;289.24
Janssonhaugen Vest;SN99874;16.10.2019 22:00;0;292.26
Janssonhaugen Vest;SN99874;16.10.2019 23:00;0;293.25
Janssonhaugen Vest;SN99874;17.10.2019 00:00;0;292.22
Janssonhaugen Vest;SN99874;17.10.2019 01:00;0;292.5
Janssonhaugen Vest;SN99874;17.10.2019 02:00;0;292.19
Janssonhaugen Vest;SN99874;17.10.2019 03:00;0;291.99
Janssonhaugen Vest;SN99874;17.10.2019 04:00;0;291.5
Janssonhaugen Vest;SN99874;17.10.2019 05:00;0;290.12
Janssonhaugen Vest;SN99874;17.10.2019 06:00;0;289.71
Janssonhaugen Vest;SN99874;17.10.2019 07:00;0;288.6
Janssonhaugen Vest;SN99874;17.10.2019 08:00;0;288.17
Janssonhaugen Vest;SN99874;17.10.2019 09:00;1.29;288.93
Janssonhaugen Vest;SN99874;17.10.2019 10:00;6.99;288.26
Janssonhaugen Vest;SN99874;17.10.2019 11:00;13.42;287.27
Janssonhaugen Vest;SN99874;17.10.2019 12:00;18.25;287.23
Janssonhaugen Vest;SN99874;17.10.2019 13:00;15.36;287.43
Janssonhaugen Vest;SN99874;17.10.2019 14:00;7.7;288.06
Janssonhaugen Vest;SN99874;17.10.2019 15:00;2.74;287.51
Janssonhaugen Vest;SN99874;17.10.2019 16:00;0;285.89
Janssonhaugen Vest;SN99874;17.10.2019 17:00;0;286.25
